catID	LG	locus	cM	best_model	best_loglike	epsilon	first_seg_pval	second_seg_pval	next_model	next_loglike
64355	28	64355_x1	4.055	AB	-3.337548872	0	1	NA	AB_AB	-117.2933101
64609	28	64609_x1	85.162	AB	-4.108719907	0	0.247081972	NA	AB_AB	-119.4374421
65341	28	65341_x1	61.48	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
65345	28	65345_x1	22.523	AB	-3.410990648	0	0.692762349	NA	AB_AB	-113.2478689
65629	28	65629_x1	0.77	AB	-3.547180175	0	0.456482235	NA	AB_AB	-103.7733316
66761	28	66761_x1	111.654	AB	-3.350196841	0	1	NA	AB_AB	-118.678919
66820	28	66820_x1	61.48	AB	-3.324828755	0	1	NA	AB_AB	-115.907629
66971	28	66971_x1	4.987	AB	-3.362774366	0	1	NA	AB_AB	-120.0644575
67028	28	67028_x1	100.121	AB	-3.614372097	0	0.543159839	NA	AB_AB	-122.3754967
67514	28	67514_x1	39.549	AB	-3.259961412	0	0.93538937	NA	AB_AB	-107.6049958
68696	28	68696_x1	95.963	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
68778	28	68778_x1	61.48	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
68786	28	68786_x1	11.01	AB	-3.333388437	0	0.874817867	NA	AB_AB	-113.8567472
6929	28	6929_x1	26.511	AB	-3.349525063	0	0.938165342	NA	AB_AB	-117.3052863
69649	28	69649_x1	79.018	AB	-3.936509167	0	0.318741284	NA	AB_AB	-120.6381923
69747	28	69747_x1	21.918	AB	-3.311699731	0	0.809072685	NA	AB_AB	-109.0296951
69948	28	69948_x1	84.468	AB	-4.31058606	0	0.189505272	NA	AB_AB	-119.6393082
7038	28	7038_x1	42.954	AB	-3.628041117	0	0.482306288	NA	AB_AB	-116.2108413
70425	28	70425_x1	46.599	AB	-3.220244053	0	1	NA	AB_AB	-104.8193565
70445	28	70445_x1	115.99	AA_AB	-3.396761519	0	0.939942557	NA	AB_AB	-63.80704457
70552	28	70552_x1	117.135	AA_AB	-4.130856429	0.034285714	0.879198744	NA	AB_AB	-56.95289731
70772	28	70772_x1	0.625	AB	-3.321489854	0	0.937790586	NA	AB_AB	-115.2178096
70938	28	70938_x1	116.562	AA_AB	-4.311484067	0.051724138	0.878500471	NA	AB_AB	-53.59982142
71295	28	71295_x1	21.548	AB	-3.312034725	0	1	NA	AB_AB	-114.521874
71425	28	71425_x1	0.77	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
7174	28	7174_x1	5.79	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
71762	28	71762_x1	4.055	AB	-3.382965962	0	0.877789947	NA	AB_AB	-119.3981686
71937	28	71937_x1	21.711	AB	-3.337548872	0	1	NA	AB_AB	-117.2933101
72576	28	72576_x1	26.14	AB	-4.070188758	0.018867925	0.474106177	NA	AB_AB	-107.6923856
72807	28	72807_x1	99.642	AB	-3.614372097	0	0.543159839	NA	AB_AB	-122.3754967
73219	28	73219_x1	44.685	AB	-3.334678138	0	0.74652753	NA	AB_AB	-108.366193
73259	28	73259_x1	4.055	AB	-3.362774366	0	1	NA	AB_AB	-120.0644575
7352	28	7352_x1	44.685	AB	-3.34685794	0	1	NA	AB_AB	-117.9890996
74183	28	74183_x1	5.79	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
74507	28	74507_x1	4.055	AB	-3.375283089	0	1	NA	AB_AB	-121.4499272
74512	28	74512_x1	114.037	AA_AB	-4.387629242	0.052023121	0.7014821	NA	AB_AB	-54.37655054
74752	28	74752_x1	91.844	AB	-4.207906767	0	0.218293622	NA	AB_AB	-120.2231094
75265	28	75265_x1	61.48	AB	-3.609919942	0	0.476882159	NA	AB_AB	-113.4467982
75369	28	75369_x1	121.796	AB	-3.233667073	0	0.934524985	NA	AB_AB	-104.8327795
75426	28	75426_x1	83.862	AB	-4.207906767	0	0.218293622	NA	AB_AB	-120.2231094
75584	28	75584_x1	0	AB	-3.210222973	0	0.728853939	NA	AB_AB	-94.51212804
76264	28	76264_x1	112.293	AA_AB	-4.616576579	0.087719298	0.698084055	NA	AB_AB	-48.53568338
76732	28	76732_x1	39.291	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
77000	28	77000_x1	121.265	AA_AB	-4.452922642	0.034285714	0.447177877	NA	AB_AB	-60.02088548
77040	28	77040_x1	21.548	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
7712	28	7712_x2	119.507	AB_AC	-18.46154163	0.16374269	0.153214947	0.266825264	doubles	-143.0500505
77367	28	77367_x1	0.244	AB	-3.362774366	0	1	NA	AB_AB	-120.0644575
78082	28	78082_x1	71.488	AB	-3.233667073	0	0.934524985	NA	AB_AB	-104.8327795
78218	28	78218_x1	44.685	AB	-3.333388437	0	0.874817867	NA	AB_AB	-113.8567472
78591	28	78591_x1	41.034	AB	-3.769053203	0	0.393301297	NA	AB_AB	-117.7248144
8143	28	8143_x1	100.549	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
835	28	835_x1	99.39	AB	-3.925057451	0	0.312974211	NA	AB_AB	-117.8808187
8480	28	8480_x1	18.713	AA_BC	-28.35780315	0.185057471	0.93538937	NA	AB_AC	-91.80774228
8556	28	8556_x1	39.291	AB	-3.422487737	0	0.694567367	NA	AB_AB	-114.632327
86647	28	86647_x1	71.8	AB	-4.193610736	0	0.174532449	NA	AB_AB	-99.61439873
8894	28	8894_x1	71.313	AB	-3.22258869	0	0.799956414	NA	AB_AB	-99.32985718
9071	28	9071_x1	72.728	AB	-6.414963858	0	0.013273216	NA	AA_xx	-99.75994438
9254	28	9254_x1	111.654	AB	-3.349525063	0	0.938165342	NA	AB_AB	-117.3052863
9633	28	9633_x1	100.222	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
Oke_zn593-152	28	Oke_zn593-152_x1	4.055	AB	-3.546289166	0	1	NA	AB_AB	-129.8586992
10001	29	10001_x1	4.986	AB	-6.894828024	0.017948718	0.468420778	NA	singles	-109.5850414
10114	29	10114_x1	30.334	AB	-5.509692982	0	0.045179604	NA	AB_AB	-121.5248957
1012	29	1012_x1	112.301	AA_AB	-3.82686621	0.017241379	0.879198744	NA	AB_AB	-57.98212807
10531	29	10531_x1	124.944	AA_AB	-7.707869251	0.150943396	0.034010542	NA	AB_AB	-48.04382609
10847	29	10847_x1	81.056	AB	-4.307469774	0	0.178777268	NA	AB_AB	-114.144348
10923	29	10923_x1	117.495	AA_AB	-4.148932423	0.017241379	0.447177877	NA	AB_AB	-63.1095577
11035	29	11035_x1	106.326	AB	-3.397537988	0	0.817046489	NA	AB_AB	-118.7262602
11282	29	11282_x1	114.02	AA_AB	-4.469546365	0.052023121	0.591484589	NA	AB_AB	-55.14494815
11556	29	11556_x1	97.566	AA_BC	-11.37905502	0.040462428	0.396133341	NA	AB_AC	-109.9284696
11722	29	11722_x1	118.07	AA_AB	-5.268546779	0.102857143	0.281478442	NA	AB_AB	-51.150279
11745	29	11745_x1	70.361	AB	-4.656856987	0	0.12368263	NA	AB_AB	-120.6720597
11870	29	11870_x1	10.23	AB	-3.919475539	0	0.310038563	NA	AB_AB	-116.5022758
12047	29	12047_x2	0	AB_CD	-34.83032841	0.14188124	0.260732088	0.629997594	doubles	-95.40822927
12673	29	12673_x1	97.566	AB	-3.840749487	0	0.350234365	NA	AB_AB	-117.1100302
1271	29	1271_x1	97.677	AB	-19.01252583	0.054573805	0.866321585	NA	singles	-115.5768997
12786	29	12786_x1	76.513	AB	-5.337561584	0.01744186	0.092203605	NA	AB_AB	-117.8485816
13383	29	13383_x1	1.962	AB	-3.44587296	0	0.634333906	NA	AB_AB	-112.5962707
13495	29	13495_x1	12.574	AB	-3.679348955	0	0.430724655	NA	AB_AB	-114.2027077
13505	29	13505_x1	79.95	AB	-4.906068011	0	0.094114723	NA	AB_AB	-123.6671926
1444	29	1444_x1	32.14	AB	-4.308591509	0	0.184182042	NA	AB_AB	-116.8913917
14799	29	14799_x1	118.07	AB_AC	-10.68420009	0.013487476	0.703138689	0.593647461	AA_AB_AB_AC	-155.0972041
1542	29	1542_x1	60.85	AB	-5.337561584	0.01744186	0.092203605	NA	AB_AB	-117.8485816
15628	29	15628_x1	112.301	AA_AB	-3.399153292	0	0.939599372	NA	AB_AB	-62.43647536
17971	29	17971_x1	75.455	AB	-4.535032745	0	0.14483097	NA	AB_AB	-121.2367159
18041	29	18041_x1	20.386	AB	-4.307917027	0	0.181489874	NA	AB_AB	-115.5177563
1805	29	1805_x1	2.476	AB	-3.704254299	0	0.439128929	NA	AB_AB	-118.346496
19106	29	19106_x1	10.498	AB	-3.664458362	0	0.492672218	NA	AB_AB	-121.7391025
19376	29	19376_x1	48.914	AB	-4.206774406	0.01986755	0.36916147	NA	AB_AB	-102.3622078
20371	29	20371_x1	48.751	AB	-4.923222983	0	0.088375808	NA	AB_AB	-119.5654647
20536	29	20536_x2	108.803	AB_CD	-27.51193029	0.101880878	0.752688957	0.528505683	doubles	-103.0348029
20574	29	20574_x1	6.029	AB	-3.549975055	0	0.591484589	NA	AB_AB	-120.2516582
20837	29	20837_x1	0.649	AB	-4.554591016	0.018404908	0.2385005	NA	AB_AB	-110.9111419
21044	29	21044_x1	75.455	AB	-4.550526309	0	0.127937676	NA	AB_AB	-111.6414826
21500	29	21500_x1	55.629	AB	-7.437471396	0	0.004912965	NA	AA_xx	-109.4808012
23067	29	23067_x1	28.596	AA_BC	-16.27123317	0.096551724	0.070425233	NA	AB_AC	-109.5527277
23385	29	23385_x1	124.944	AA_AB	-4.046258397	0.039473684	0.934961486	NA	AB_AB	-48.83729321
23575	29	23575_x1	59.427	AB	-4.948774226	0.035502959	0.215551874	NA	AB_AB	-110.6799628
24080	29	24080_x1	32.868	AA_AB	-5.759383625	0.055214724	0.096569353	NA	AB_AB	-57.95459663
24451	29	24451_x1	0.511	AB	-4.29567836	0.021428571	0.308752569	NA	AB_AB	-94.93899726
24725	29	24725_x1	7.419	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
25470	29	25470_x1	12.442	AB	-3.988905752	0	0.260732088	NA	AB_AB	-110.3933816
25925	29	25925_x1	0	AB	-3.430033473	0	0.758421989	NA	AB_AB	-119.4452361
26005	29	26005_x1	98.403	AB	-3.423748372	0	0.629997594	NA	AB_AB	-109.8282242
2666	29	2666_x1	2.476	AB	-3.646224254	0	0.487566996	NA	AB_AB	-118.9749464
28097	29	28097_x1	0	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
292	29	292_x1	32.482	AB	-5.045385411	0	0.079173258	NA	AB_AB	-123.1200296
2947	29	2947_x1	67.325	AB	-3.802843252	0	0.331993251	NA	AB_AB	-108.8343581
30900	29	30900_x1	75.455	AB	-5.183699748	0	0.067738463	NA	AB_AB	-123.9448244
3103	29	3103_x1	81.377	AB	-4.853246934	0.017647059	0.165979309	NA	AB_AB	-115.9963585
31734	29	31734_x1	0	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
3285	29	3285_x1	1.141	AB	-3.585065782	0	0.536005062	NA	AB_AB	-118.2273075
3290	29	3290_x1	118.07	AA_AB	-6.727183861	0.01627907	0.7014821	NA	AB_AB	-62.51535797
3386	29	3386_x1	0.87	AB	-4.790166775	0.019354839	0.170516549	NA	AB_AB	-105.6786466
33905	29	33905_x1	6.161	AB	-3.739472589	0	0.381573445	NA	AB_AB	-112.2033899
3392	29	3392_x1	55.629	AB	-4.659805533	0	0.121448021	NA	AB_AB	-119.3020472
35652	29	35652_x1	43.16	AB	-4.196297163	0	0.168259205	NA	AB_AB	-96.87116321
36071	29	36071_x1	112.301	AA_AB	-3.71594699	0.020979021	0.933160792	NA	AB_AB	-47.66733184
36262	29	36262_x1	80.66	AB	-4.095499523	0	0.235582426	NA	AB_AB	-113.9323778
40309	29	40309_x1	47.512	AB	-4.538018481	0	0.140063518	NA	AB_AB	-118.4937797
404	29	404_x2	115.164	AB_AC	-13.26066043	0.053639847	0.591484589	0.938894974	doubles	-147.0515268
41722	29	41722_x1	20.386	AB	-4.201112349	0	0.209995187	NA	AB_AB	-116.0974321
41805	29	41805_x1	9.913	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
42039	29	42039_x1	67.178	AB	-5.962357532	0.017857143	0.043902385	NA	AB_AB	-115.7377
42045	29	42045_x1	99.991	AA_AB	-5.260715367	0.034482759	0.147196244	NA	AB_AB	-63.5827888
42073	29	42073_x1	118.648	AB_AC	-18.2317084	0.151873767	0.577742836	1	doubles	-130.0858184
42537	29	42537_x1	6.161	AB	-4.030742507	0.01744186	0.540811578	NA	AB_AB	-116.5417625
42546	29	42546_x1	121.059	AA_AB	-32.60278881	0.16	0.015693619	NA	AB_AB	-85.79188432
42590	29	42590_x1	12.905	AB	-4.105183617	0	0.244249927	NA	AB_AB	-118.0609448
4301	29	4301_x1	112.877	AA_AB	-3.453360326	0	0.761142971	NA	AB_AB	-64.55012387
43221	29	43221_x1	67.178	AB	-3.545956419	0	0.525924506	NA	AB_AB	-112.6963542
43228	29	43228_x2	124.376	AB_AC	-14.2614701	0.053639847	0.7014821	0.591484589	doubles	-156.3059743
43311	29	43311_x1	59.427	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
43362	29	43362_x1	20.386	AB	-6.75137173	0	0.010422962	NA	AB_AB	-114.5288085
43748	29	43748_x1	78.269	AA_BC	-16.78616062	0.08045977	0.072170986	NA	AB_AC	-104.2514566
43754	29	43754_x1	13.472	AB	-3.467874875	0	0.638521549	NA	AB_AB	-115.3641946
43958	29	43958_x1	108.584	AB_AC	-16.61229687	0.107279693	0.698084055	0.587053564	doubles	-145.6941375
45693	29	45693_x1	75.455	AB	-4.536392728	0	0.142453346	NA	AB_AB	-119.8651149
45715	29	45715_x1	60.85	AB	-4.659805533	0	0.121448021	NA	AB_AB	-119.3020472
4629	29	4629_x1	2.476	AB	-3.397537988	0	0.817046489	NA	AB_AB	-118.7262602
46442	29	46442_x1	58.033	AB	-4.536392728	0	0.142453346	NA	AB_AB	-119.8651149
46567	29	46567_x1	49.231	AB	-4.286923613	0.018292683	0.347293209	NA	AB_AB	-111.3271589
46691	29	46691_x1	60.85	AB	-4.663060746	0	0.11920519	NA	AB_AB	-117.9323415
46737	29	46737_x1	55.528	AA_BC	-15.79139972	0.107058824	0.201474232	NA	AB_AC	-102.94125
47476	29	47476_x1	69.991	AB	-4.286812664	0.018072289	0.350234365	NA	AB_AB	-112.6945285
47851	29	47851_x1	10.814	AB	-4.610910827	0	0.100365701	NA	AB_AB	-96.59929638
47863	29	47863_x1	75.98	AB	-4.193610736	0	0.174532449	NA	AB_AB	-99.61439873
48713	29	48713_x1	24.964	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
50006	29	50006_x1	0	AB	-3.60460725	0	0.540811578	NA	AB_AB	-120.9927709
50116	29	50116_x1	13.737	AB	-3.847355143	0	0.353137754	NA	AB_AB	-118.4895968
50178	29	50178_x1	59.427	AB	-4.207906767	0	0.218293622	NA	AB_AB	-120.2231094
5041	29	5041_x1	12.297	AB	-4.005367772	0	0.272783917	NA	AB_AB	-115.9016875
50656	29	50656_x1	79.729	AB	-4.906068011	0	0.094114723	NA	AB_AB	-123.6671926
5152	29	5152_x1	3.832	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
51653	29	51653_x1	3.832	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
52004	29	52004_x1	60.85	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
52784	29	52784_x1	1.52	AB	-3.467874875	0	0.638521549	NA	AB_AB	-115.3641946
53014	29	53014_x1	30.334	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
53220	29	53220_x1	118.648	AA_AB	-3.433442365	0	0.820170857	NA	AB_AB	-64.5302059
54315	29	54315_x2	111.163	AB_AC	-18.04701476	0.106666667	0.757026167	0.439128929	doubles	-141.5926492
54606	29	54606_x1	90.313	AB	-3.48755774	0	0.577742836	NA	AB_AB	-111.951475
54755	29	54755_x1	94.907	AA_BC	-10.68698211	0.04	0.398927147	NA	AB_AC	-115.0581046
5494	29	5494_x1	2.476	AB	-3.591873208	0	0.471286103	NA	AB_AB	-110.6828295
55056	29	55056_x1	0.649	AB	-3.334209971	0	1	NA	AB_AB	-116.6034907
55158	29	55158_x1	0	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
55172	29	55172_x1	73.252	AB	-4.536392728	0	0.142453346	NA	AB_AB	-119.8651149
55332	29	55332_x1	0	AB	-3.441721065	0	0.759794034	NA	AB_AB	-120.8298847
55345	29	55345_x1	75.455	AB	-4.911426327	0	0.092203605	NA	AB_AB	-122.29959
55556	29	55556_x1	116.329	AA_AB	-4.702732176	0.052631579	0.396133341	NA	AB_AB	-56.09312857
55805	29	55805_x1	97.566	AB	-3.673591456	0	0.495168858	NA	AB_AB	-123.1211966
5590	29	5590_x1	111.163	AA_AB	-3.737891057	0	0.449786083	NA	AB_AB	-67.58057655
56030	29	56030_x1	55.629	AB	-5.220886424	0	0.061378327	NA	AB_AB	-118.4901671
56126	29	56126_x1	0	AB	-3.624132172	0	0.545472658	NA	AB_AB	-123.7582178
563	29	563_x1	116.915	AA_AB	-4.6354803	0.052325581	0.441850168	NA	AB_AB	-56.01156803
56346	29	56346_x1	114.593	AA_AB	-4.844272339	0.102857143	0.538426966	NA	AB_AB	-48.66656309
566	29	566_x1	58.792	AB	-4.874216512	0.018292683	0.158368898	NA	AB_AB	-111.9144518
56602	29	56602_x1	0	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
56713	29	56713_x1	118.648	AB_AC	-14.75722434	0.040229885	0.939250235	0.646483345	AA_AB_AB_AC	-147.3375384
56853	29	56853_x1	111.73	AB_AC	-16.97114417	0.134874759	0.209995187	0.347293209	doubles	-141.8255756
57096	29	57096_x1	0	AB	-3.467874875	0	0.638521549	NA	AB_AB	-115.3641946
57110	29	57110_x1	0	AB	-3.423748372	0	0.629997594	NA	AB_AB	-109.8282242
57256	29	57256_x1	55.629	AB	-4.923222983	0	0.088375808	NA	AB_AB	-119.5654647
57345	29	57345_x1	0.649	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
5761	29	5761_x1	3.832	AB	-4.307295999	0	0.173290618	NA	AB_AB	-111.3982523
57622	29	57622_x1	3.077	AB	-3.729441426	0	0.447177877	NA	AB_AB	-122.4905661
5790	29	5790_x1	60.85	AB	-4.420575844	0	0.16345867	NA	AB_AB	-119.0628175
58067	29	58067_x1	112.301	AB_AC	-18.91892681	0.149224806	0.344313515	0.636445778	doubles	-135.4863158
58136	29	58136_x1	127.222	AA_AB	-3.737891057	0	0.449786083	NA	AB_AB	-67.58057655
58192	29	58192_x1	0	AB	-3.802843252	0	0.331993251	NA	AB_AB	-108.8343581
5842	29	5842_x1	110.625	AA_AB	-4.148932423	0.017241379	0.447177877	NA	AB_AB	-63.1095577
5893	29	5893_x1	58.23	AB	-4.105183617	0	0.244249927	NA	AB_AB	-118.0609448
59205	29	59205_x1	118.07	AA_AB	-5.365535202	0.068965517	0.192136465	NA	AB_AB	-56.94947037
59407	29	59407_x2	124.944	AB_AC	-17.69456271	0.152777778	0.201474232	0.632184878	doubles	-134.3970757
59516	29	59516_x1	7.759	AB	-3.761869439	0.01910828	0.936220401	NA	AB_AB	-106.0171261
59998	29	59998_x1	20.386	AB	-3.76157251	0	0.390430168	NA	AB_AB	-116.3443727
60005	29	60005_x1	114.593	AA_AB	-4.704331815	0.086705202	0.589286936	NA	AB_AB	-49.94407539
60248	29	60248_x1	0	AB	-3.75414682	0	0.387519085	NA	AB_AB	-114.9639861
60352	29	60352_x1	20.386	AB	-3.299835132	0	0.603046389	NA	AB_AB	-94.6017402
6047	29	6047_x1	14.059	AB	-3.860779545	0	0.358834216	NA	AB_AB	-121.2489432
60532	29	60532_x1	108.584	AA_AB	-4.14295901	0.034883721	0.818105968	NA	AB_AB	-53.55736462
60746	29	60746_x1	44.121	AB	-4.777906045	0	0.109056188	NA	AB_AB	-122.8525502
61031	29	61031_x1	2.476	AB	-3.985164809	0	0.257633777	NA	AB_AB	-109.0166797
61080	29	61080_x1	119.224	AA_AB	-4.704791927	0.051428571	0.401683537	NA	AB_AB	-57.41152911
61345	29	61345_x1	48.751	AB	-4.023931185	0	0.284313658	NA	AB_AB	-121.4120948
61355	29	61355_x1	12.723	AB	-3.712621291	0	0.441850168	NA	AB_AB	-119.727824
61810	29	61810_x2	111.163	AB_AC	-13.77068873	0.066666667	0.591484589	0.818105968	doubles	-144.8871507
6208	29	6208_x1	0	AB	-3.646224254	0	0.487566996	NA	AB_AB	-118.9749464
62524	29	62524_x1	75.455	AB	-4.790853822	0	0.102832524	NA	AB_AB	-118.746615
6294	29	6294_x1	118.648	AA_AB	-4.848597297	0.127272727	0.93662407	NA	AB_AB	-40.81052199
63102	29	63102_x1	20.386	AB	-5.200719269	0.01734104	0.109056188	NA	AB_AB	-118.3957447
63683	29	63683_x1	7.553	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
64066	29	64066_x1	70.723	AB	-4.19921761	0	0.207179847	NA	AB_AB	-114.7225764
64318	29	64318_x1	79.366	AB	-4.786204527	0	0.104911915	NA	AB_AB	-120.1149267
64408	29	64408_x1	67.178	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
64643	29	64643_x1	0	AB	-3.964454385	0.018404908	0.58247573	NA	AB_AB	-110.3210053
64911	29	64911_x1	3.312	AB	-3.565513345	0	0.531045449	NA	AB_AB	-115.4618331
65180	29	65180_x1	30.578	AB	-4.656856987	0	0.12368263	NA	AB_AB	-120.6720597
65186	29	65186_x1	76.513	AB	-5.566114191	0	0.040120544	NA	AB_AB	-116.089473
6532	29	6532_x1	112.301	AB_AC	-12.46489911	0.013409962	0.648393075	0.361628737	doubles	-166.5348912
65562	29	65562_x1	123.794	AA_AB	-4.81094155	0.086705202	0.487566996	NA	AB_AB	-50.73716561
65924	29	65924_x1	94.907	AB	-3.942370643	0	0.321573937	NA	AB_AB	-122.0170148
66141	29	66141_x1	9.913	AB	-4.105183617	0	0.244249927	NA	AB_AB	-118.0609448
66408	29	66408_x1	75.311	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
66669	29	66669_x1	107.971	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
66869	29	66869_x1	116.329	AA_AB	-4.337853312	0.034285714	0.543159839	NA	AB_AB	-59.21933566
6725	29	6725_x1	109.48	AA_AB	-4.364485909	0.017142857	0.324373466	NA	AB_AB	-64.69566391
67384	29	67384_x1	111.163	AA_AB	-14.59424365	0.07	0.167721993	NA	AB_AB	-68.50628315
67658	29	67658_x1	2.476	AA_BC	-12.11404614	0.064739884	0.640562234	NA	AB_AC	-110.1659295
67780	29	67780_x1	59.313	AB	-4.92968941	0	0.086459858	NA	AB_AB	-118.1989701
70595	29	70595_x1	9.913	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
70930	29	70930_x1	47.512	AB	-4.651833873	0	0.128126216	NA	AB_AB	-123.4129585
71136	29	71136_x1	75.455	AB	-4.917140085	0	0.090290515	NA	AB_AB	-120.9323428
713	29	713_x1	0.649	AB	-3.539614519	0	0.589286936	NA	AB_AB	-118.8683367
71492	29	71492_x1	75.455	AB	-4.089883123	0	0.229657847	NA	AB_AB	-111.1808394
71569	29	71569_x1	4.986	AB	-3.704254299	0	0.439128929	NA	AB_AB	-118.346496
71652	29	71652_x1	0	AB	-3.804370699	0.018072289	0.876330684	NA	AB_AB	-112.2120865
721	29	721_x1	0.649	AB	-3.456726859	0	0.699797488	NA	AB_AB	-118.785449
72123	29	72123_x1	69.492	AB	-4.101797096	0	0.241389552	NA	AB_AB	-116.6845973
72927	29	72927_x1	42.684	AB	-5.651150912	0	0.039209227	NA	AB_AB	-123.7257951
7301	29	7301_x1	60.488	AB	-4.550526309	0	0.127937676	NA	AB_AB	-111.6414826
73429	29	73429_x1	55.629	AB	-4.422361161	0	0.155799901	NA	AB_AB	-114.9457199
73615	29	73615_x1	111.163	AA_AB	-4.940214203	0.051724138	0.284313658	NA	AB_AB	-58.34743449
73699	29	73699_x1	78.79	AB	-5.201391622	0	0.06455076	NA	AB_AB	-121.2165943
7381	29	7381_x1	94.907	AA_AB	-6.585071787	0.052023121	0.03806367	NA	AB_AB	-64.12527846
74191	29	74191_x1	116.915	AA_AB	-3.803876692	0.017241379	0.939599372	NA	AB_AB	-59.33209953
74455	29	74455_x1	0.649	AB	-3.570643487	0	0.595776457	NA	AB_AB	-123.0182486
74514	29	74514_x1	59.848	AB	-4.911426327	0	0.092203605	NA	AB_AB	-122.29959
74732	29	74732_x1	97.288	AB	-3.403478848	0	0.557070987	NA	AB_AB	-100.8837083
74929	29	74929_x1	2.476	AB	-4.095499523	0	0.235582426	NA	AB_AB	-113.9323778
75008	29	75008_x1	108.584	AA_AB	-3.906769358	0.017142857	0.704768023	NA	AB_AB	-57.37314247
75527	29	75527_x1	20.386	AB	-4.943834126	0	0.082625823	NA	AB_AB	-115.4671929
76539	29	76539_x1	0.649	AB	-3.409561726	0	0.818105968	NA	AB_AB	-120.1112449
77064	29	77064_x1	114.593	AB	-3.382965962	0	0.877789947	NA	AB_AB	-119.3981686
77813	29	77813_x1	0	AB	-3.336536647	0	0.811456607	NA	AB_AB	-111.8004539
7788	29	7788_x1	10.015	AB	-3.478830286	0	0.640562234	NA	AB_AB	-116.748111
78190	29	78190_x1	2.476	AB	-3.60460725	0	0.540811578	NA	AB_AB	-120.9927709
78375	29	78375_x1	76.513	AB	-5.278487208	0	0.053537576	NA	AB_AB	-111.682963
78388	29	78388_x1	57.87	AB	-3.609919942	0	0.476882159	NA	AB_AB	-113.4467982
78901	29	78901_x1	0.649	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
79379	29	79379_x1	55.629	AB	-4.533070077	0	0.14954904	NA	AB_AB	-123.9806752
82160	29	82160_x1	28.442	AB	-4.544599567	0	0.132822533	NA	AB_AB	-114.3814778
9098	29	9098_x1	13.28	AB	-3.664458362	0	0.492672218	NA	AB_AB	-121.7391025
Oke_U2005-62	29	Oke_U2005-62_x1	13.098	AB	-3.838434512	0	0.312974211	NA	AB_AB	-130.1508445
Oke_U2020-51	29	Oke_U2020-51_x1	71.169	AB	-4.326029714	0	0.140063518	NA	AB_AB	-130.6384397
Oke_U2045-43	29	Oke_U2045-43_x1	20.386	AB	-5.010113404	0	0.102832524	NA	AB_AB	-131.3225234
10255	30	10255_x1	57.656	AA_BC	-11.01691218	0.056647399	0.393301297	NA	AB_AC	-113.0798946
10561	30	10561_x1	66.892	AA_AB	-5.150680929	0.034682081	0.168483717	NA	AB_AB	-62.79452934
10765	30	10765_x1	73.842	AA_AB	-6.173218666	0.166666667	0.418920525	NA	AB_AB	-32.07317059
11298	30	11298_x1	41.47	AB	-4.210517141	0	0.221011249	NA	AB_AB	-121.5986808
11642	30	11642_x1	48.37	AB	-3.489755602	0	0.642568809	NA	AB_AB	-118.1319973
12232	30	12232_x1	66.391	AB_AC	-21.90064344	0.182730924	0.105591877	0.74652753	doubles	-133.7217251
12468	30	12468_x1	72.765	AA_AB	-4.536336166	0.017142857	0.255411582	NA	AB_AB	-65.55399466
12674	30	12674_x1	19.449	AB	-3.433942381	0	0.696340969	NA	AB_AB	-116.0167426
15225	30	15225_x1	42.822	AB	-3.802843252	0	0.331993251	NA	AB_AB	-108.8343581
1830	30	1830_x1	19.07	AB	-3.834219516	0	0.347293209	NA	AB_AB	-115.7305393
19615	30	19615_x1	0	AB	-3.407375213	0	0.879198744	NA	AB_AB	-122.1684998
