Marker	fam_08_LG	fam_08_cM
48938_x1	13	55.395
45042_x1	18	59.828
78528_x1	3	42.179
43926_x1	21	49.295
54050_x1	2	68.162
21044_x1	10	75.455
17079_x1	17	0.888
73484_x1	9	36.599
44408_x1	2	6.106
55252_x1	2	67.019
10107_x1	32	66.388
57126_x1	13	36.097
72880_x1	5	102.295
60927_x1	28	51.113
55621_x1	5	96.773
81887_x1	27	64.714
43855_x1	36	48.37
59224_x1	22	55.989
9473_x1	4	0.732
56747_x1	6	131.838
4291_x1	11	8.687
53026_x1	2	5.5
77977_x1	31	2.104
54188_x1	6	137.268
41929_x1	13	59.834
60925_x1	23	60.964
47991_x1	21	68.885
21350_x1	2	66.461
57951_x1	14	4.243
76898_x1	27	64.157
68384_x1	9	32.396
40010_x1	17	26.642
51747_x1	8	19.251
51645_x1	2	12.899
31144_x1	4	114.04
46926_x1	21	100.616
66145_x1	25	37.82
53393_x1	31	26.61
631_x1	2	114.007
55491_x1	8	2.198
59111_x1	21	116.649
19997_x1	26	1.076
76502_x1	24	3.225
34387_x1	37	38.349
69609_x1	14	76.533
50527_x1	11	128.118
65735_x1	29	57.519
12949_x1	29	22.539
13074_x1	37	53.119
31022_x1	18	1.82
67944_x1	35	58.789
59226_x1	16	74.816
64438_x1	25	68.162
42592_x1	6	70.107
54755_x1	10	94.907
59020_x2	33	66.64
13549_x1	33	1.32
2127_x1	7	137.123
18759_x1	30	63.103
48061_x1	8	5.79
9291_x1	5	7.118
15861_x1	7	144.854
20658_x1	25	39.307
43284_x1	28	39.26
10206_x1	29	4.853
59559_x1	34	65.833
77611_x1	22	54.047
71567_x1	31	5.273
54318_x1	1	46.429
55099_x1	5	78.173
68696_x1	8	95.963
73013_x1	27	60.892
70532_x1	6	146.121
45680_x1	8	41.743
18449_x1	6	38.819
52109_x1	5	143.873
57603_x1	32	18.684
24584_x1	6	122.366
13581_x1	4	102.886
61429_x1	9	83.434
16939_x1	25	69.827
44202_x1	4	12.86
11777_x1	11	63.656
48664_x1	17	56.471
8842_x1	11	28.636
26753_x1	3	0.716
66032_x1	2	67.019
58224_x1	23	28.99
54268_x1	28	4.536
854_x1	9	31.816
57912_x1	13	56.693
53082_x1	35	74.304
3197_x1	5	75.628
67153_x1	2	3.58
45985_x1	9	158.716
60754_x1	9	160.027
9916_x1	25	47.654
71425_x1	8	0.77
55158_x1	10	0
3711_x1	1	128.547
71965_x1	3	25.681
19199_x1	7	26.886
49771_x1	8	91.844
73264_x1	25	25.684
59644_x1	11	49.774
1030_x1	23	27.948
58000_x1	1	94.563
19706_x1	34	61.552
2185_x1	16	3.625
60868_x1	27	0.926
74466_x1	33	65.447
45715_x1	10	60.85
77203_x1	3	2.84
52001_x1	35	63.698
24763_x1	32	21.323
75655_x1	16	20.06
59642_x1	8	100.222
5818_x1	8	10.521
55653_x1	24	13.355
58813_x1	19	14.497
67810_x1	15	54.373
58023_x1	1	66.912
61522_x1	17	6.144
68355_x1	6	121.669
55605_x1	13	56.524
56849_x1	7	98.095
51484_x1	7	106.236
44595_x1	37	17.454
44868_x1	4	128.545
29540_x1	32	24.549
78186_x1	2	0.763
58975_x1	14	115.469
20588_x1	5	133.326
64013_x1	14	0.149
9168_x1	15	6.013
76296_x1	14	46.438
70304_x1	18	14.689
29546_x1	4	74.893
37633_x1	22	42.119
42182_x1	28	61.365
55201_x1	19	62.274
7090_x1	37	73.825
20121_x1	8	5.79
43556_x1	5	140.557
65369_x1	16	11.196
1684_x1	20	59.858
39333_x1	6	18.71
20947_x1	1	77.769
13307_x1	17	22.033
63563_x1	6	20.024
72924_x1	1	74.602
13950_x1	7	61.627
45166_x1	5	7.419
699_x1	3	140.221
75414_x1	12	70.701
29369_x1	11	20.536
43312_x1	4	136.706
23901_x1	31	10.836
1780_x1	21	5.719
1780_x2	2	153.571
8233_x1	32	15.206
53906_x1	4	134.986
53398_x1	27	0.926
3619_x2	4	140.252
3619_x1	9	158.716
65596_x1	20	12.643
70804_x1	5	81.354
62965_x1	33	44.036
24769_x1	1	32.02
57485_x1	6	95.501
55169_x1	4	148.844
56015_x1	16	72.913
6312_x1	21	71.223
53659_x1	5	3.286
41931_x1	7	31.513
40291_x1	28	46.37
7092_x1	6	89.465
22194_x1	2	123.542
14617_x1	25	26.559
12456_x1	24	51.757
46542_x1	36	73.842
69314_x1	3	7.231
12144_x1	4	70.656
65234_x1	17	47.012
30670_x1	16	97.158
1011_x1	33	66.051
41297_x1	25	25.1
70547_x1	17	48.035
74358_x1	12	131.336
77697_x1	7	26.007
22773_x1	1	19.292
7781_x1	16	0
68591_x1	22	57.228
12146_x1	30	31.318
6316_x1	5	14.626
57577_x1	7	7.488
19651_x1	15	36.512
3554_x1	25	54.414
53702_x1	28	22.313
51765_x1	7	84.042
45169_x1	31	50.885
45072_x1	16	0
7074_x1	37	23.233
20526_x1	25	68.008
57710_x1	12	30.302
10561_x1	36	66.892
65748_x1	9	171.733
65748_x2	4	143.85
46390_x1	7	130.6
69260_x1	14	95.081
15583_x1	6	139.82
63325_x1	27	30.129
55429_x1	28	21.807
47590_x1	14	62.905
65924_x1	10	94.907
17267_x1	9	58.906
44292_x1	23	37.006
7162_x1	1	127.129
53904_x1	15	0.71
56060_x1	20	59.732
68499_x1	3	66.708
77434_x1	6	108.556
59142_x1	12	98.378
40157_x1	26	44.494
63257_x1	2	62.652
53633_x1	21	136.201
7783_x1	31	47.114
59869_x1	27	9.091
4780_x1	6	68.608
44970_x1	14	44.958
8026_x1	3	132.348
57525_x1	14	64.055
49943_x1	21	136.201
10668_x1	19	60.108
48311_x1	3	97.045
63108_x1	15	6.585
12382_x1	11	5.81
43695_x1	15	21.178
4091_x1	11	76.325
49971_x1	23	35.312
55595_x1	7	114.641
60525_x1	9	10.678
45277_x1	14	103.691
49511_x1	17	54.176
53637_x1	32	16.026
67993_x1	27	65.251
65039_x1	3	5.033
57099_x1	2	3.58
21412_x1	5	73.315
89112_x1	7	137.123
54845_x1	5	5.957
64527_x1	3	90.86
58561_x1	28	62.723
34021_x1	13	71.558
2044_x1	33	57.014
52281_x1	9	103.089
13257_x1	13	41.743
49328_x1	7	143.711
78541_x1	22	7.497
52248_x1	28	29.555
56779_x1	11	119.253
71365_x1	9	10.678
12643_x1	8	13.909
60405_x1	2	63.367
1607_x1	21	136.201
56064_x1	32	53.929
54786_x1	35	87.459
13341_x1	11	24.883
4782_x1	25	68.283
3145_x1	1	117.876
46684_x1	27	45.023
1830_x1	36	19.07
6175_x1	28	64.575
3880_x1	3	145.969
56161_x1	6	115.455
77551_x1	14	95.081
75286_x1	30	47.112
5754_x1	14	120.453
66323_x1	16	1.093
19952_x1	11	6.759
40463_x1	2	27.664
58744_x1	15	23.601
13025_x1	31	0.994
71136_x1	10	75.455
54298_x1	2	92.579
37920_x1	26	1.076
37544_x1	17	59.398
16958_x1	7	112.109
42871_x1	35	111.677
45317_x1	18	1.82
6040_x1	22	5.953
65513_x1	3	0.716
54300_x1	23	58.349
61716_x1	34	31.819
23103_x1	3	147.253
43576_x1	13	54.764
46518_x1	15	4.167
274_x1	16	62.437
44994_x1	1	79.819
3459_x1	13	41.4
858_x1	20	59.858
20608_x1	9	108.094
46516_x1	7	31.091
21092_x1	13	1.125
10827_x1	5	59.833
25908_x1	29	63.187
9375_x1	9	82.423
2604_x1	7	89.555
57354_x1	7	70.565
22832_x1	7	74.98
11172_x1	27	13.158
60120_x1	4	128.545
49014_x1	13	67.698
59079_x1	2	153.571
3272_x1	1	41.389
66989_x1	6	129.729
74831_x1	4	77.514
35074_x1	34	32.06
41065_x1	15	1.539
42799_x1	7	45.625
30251_x1	9	164.866
30095_x1	5	78.305
50506_x1	7	34.073
58189_x1	28	22.631
7770_x1	6	122.051
1622_x1	5	20.53
69722_x1	29	43.061
55690_x1	7	112.109
53246_x1	1	100.519
6973_x1	7	99.229
58274_x1	16	4.291
75207_x1	26	1.076
42999_x1	24	59.16
66416_x1	19	58.779
60326_x1	36	34.391
48146_x1	6	60.12
64532_x1	29	8.278
9945_x1	12	1.032
45482_x1	5	10.674
65758_x1	31	45.411
10586_x1	34	65.833
27139_x1	1	128.547
46059_x1	23	69.813
54866_x1	7	70.565
47890_x1	15	6.013
58513_x1	7	66.137
56618_x1	14	59.29
5892_x1	8	61.48
488_x1	29	15.109
53242_x1	33	15.908
75751_x1	3	111.671
13040_x1	19	70.324
69656_x1	34	3.205
57443_x1	15	17.645
19866_x1	13	39.866
71580_x1	5	70.221
59580_x1	22	55.989
52174_x1	9	27.616
73497_x1	9	35.384
40745_x1	2	121.197
45087_x1	17	6.144
59229_x1	5	19.329
56342_x1	31	5.273
54158_x1	21	5.056
6295_x1	1	126.347
44377_x1	35	14.87
46397_x1	16	0
21360_x1	13	73.45
55011_x1	6	19.396
62263_x1	6	67.859
52891_x1	15	1.539
58535_x1	2	107.546
43055_x1	4	137.849
57034_x1	4	58.485
46916_x1	7	92.332
46391_x1	6	38.819
18615_x1	17	54.176
8466_x1	34	48.211
64389_x1	5	24.586
10802_x1	23	41.787
9200_x1	14	114.57
13046_x1	32	90.486
32607_x1	16	39.459
63992_x1	31	47.229
57032_x1	14	43.844
53953_x1	30	47.684
59987_x1	4	69.509
17979_x1	3	64.618
40269_x1	4	144.381
77059_x1	26	38.389
70490_x1	24	0
72524_x1	1	8.772
58210_x1	30	21.458
77922_x1	3	68.218
65766_x1	13	59.033
24164_x1	6	137.268
25320_x1	5	143.01
71805_x1	6	139.367
68791_x1	25	15.145
27811_x1	23	17.557
4530_x1	3	134.287
1814_x1	11	116.861
42450_x1	8	2.561
75277_x1	21	120.716
7755_x1	5	142.498
1581_x1	17	9.533
27571_x1	1	77.769
64081_x1	9	28.066
12625_x1	19	24.764
49425_x1	25	69.827
40338_x1	6	70.107
52460_x1	21	10.274
51402_x1	7	140.174
77991_x1	30	56.34
62888_x1	1	53.064
61198_x1	36	71.628
67494_x1	29	67.261
21163_x1	15	28.233
72141_x1	5	96.487
15540_x1	21	12.553
12282_x1	27	17.753
57030_x1	25	69.827
67775_x1	33	84.142
41705_x1	3	10.737
Oke_U2020-51_x1	10	71.169
71569_x1	10	4.986
65258_x1	28	39.26
20044_x1	33	80.097
6524_x1	27	7.245
20044_x2	12	131.336
20448_x1	32	68.174
35715_x1	1	53.433
76464_x1	25	20.914
40334_x1	9	31.29
5238_x1	22	56.887
65541_x1	13	49.157
9565_x1	34	32.391
59361_x1	4	123.672
70651_x1	35	0
75994_x1	32	7.53
10958_x1	5	130.408
6928_x1	27	50.78
Oke_ccd16-77_x1	18	5.54
6774_x1	7	143.711
3538_x1	34	71.472
11643_x1	7	143.711
58890_x1	37	66.542
48826_x1	5	139.204
9601_x1	27	30.304
48282_x1	2	98.611
16485_x1	24	41.545
6153_x1	4	12.86
68047_x1	4	12.86
62048_x1	4	132.014
12703_x1	17	37.661
54518_x1	11	5.479
64323_x1	3	65.59
11648_x1	27	0.926
52879_x1	1	11.273
44629_x1	12	6.022
20046_x1	15	37.705
45594_x1	36	41.759
43154_x1	35	38.045
5294_x1	5	145.76
Oke_U2040-77_x1	32	29.864
6392_x1	6	69.752
48822_x1	4	12.86
56912_x1	6	71.47
16217_x1	20	13.922
45746_x1	34	66.439
44622_x1	37	63.187
12571_x1	4	148.488
62309_x1	20	57.234
55371_x1	9	59.757
10857_x1	12	16.752
54731_x1	3	145.514
72938_x1	4	15.725
46895_x1	30	33.399
41224_x1	23	47.974
71023_x1	37	3.185
20574_x1	10	6.029
19441_x1	1	128.547
10114_x1	10	30.334
73317_x1	27	17.753
54045_x1	1	2.769
16153_x1	33	47.333
64855_x1	3	65.317
64207_x1	2	2.043
49671_x1	4	129.714
71472_x1	36	43.146
15141_x1	6	67.264
13472_x1	24	13.468
12561_x1	21	91.948
55659_x1	1	41.663
42640_x1	35	24.361
77324_x1	23	28.99
9039_x1	19	71.899
41654_x1	37	61.454
906_x1	13	71.451
41654_x2	8	112.293
43322_x1	18	63.025
1171_x1	8	100.891
12076_x1	30	61.386
7068_x1	29	63.316
60610_x1	5	122.707
77825_x1	17	0.888
44050_x1	9	91.447
40083_x1	12	70.701
19632_x1	25	54.414
45185_x1	7	8.187
15113_x1	1	11.273
14296_x1	22	9.966
4754_x1	26	1.65
47218_x1	20	48.858
65880_x1	24	69.422
13941_x1	28	39.26
48603_x1	19	24.259
70920_x1	4	12.22
4251_x1	14	12.235
36287_x1	26	28.17
52520_x1	15	37.589
65363_x1	28	39.26
2105_x1	29	65.508
25620_x1	15	18.479
30748_x1	24	12.943
8010_x1	1	82.087
26400_x1	7	34.073
64238_x1	16	84.59
15283_x1	29	23.83
14114_x1	31	0.994
77734_x1	4	73.127
48164_x1	3	145.381
81010_x1	4	8.973
53535_x1	30	61.902
7729_x1	26	20.516
3737_x1	31	37.836
41259_x1	13	67.698
22781_x1	21	131.091
61340_x1	15	54.792
6665_x1	19	62.96
57172_x1	14	13.23
72452_x1	22	30.202
75369_x1	8	121.796
59623_x1	20	62.324
18414_x1	5	116.029
41393_x1	4	12.86
11454_x1	17	28.087
51236_x1	3	37.242
49174_x1	9	141.502
78671_x1	11	3.264
2890_x1	14	63.794
70868_x1	21	68.885
23018_x1	12	3.572
9210_x1	20	19.219
20516_x1	32	15.206
59544_x1	7	143.711
30312_x1	31	9.826
43311_x1	10	59.427
219_x1	37	53.119
1176_x1	19	2.744
37429_x1	13	60.587
65884_x1	14	114.823
54339_x1	6	52.043
54915_x1	3	144.679
33494_x1	1	119.548
69242_x1	5	52.212
8779_x1	32	55.96
54437_x1	13	59.515
56023_x1	35	41.806
57214_x1	17	53.501
8511_x1	2	114.595
56284_x1	7	8.528
74429_x1	6	122.604
51221_x1	24	73.91
7205_x1	25	69.334
70389_x1	32	6.957
11034_x1	3	58.395
42083_x1	2	114.007
54089_x1	4	103.477
59519_x1	4	58.175
46119_x1	37	74.351
70243_x1	26	5.482
25557_x1	18	2.185
3_x1	2	13.744
56282_x1	15	42.464
4629_x1	10	2.476
34668_x1	8	101.262
73595_x1	23	69.577
91955_x1	5	67.877
65100_x1	5	115.783
26701_x1	16	59.622
59789_x1	32	80.652
22290_x1	14	71.985
10620_x1	24	3.459
58139_x1	5	23.549
48005_x1	26	3.008
58858_x1	31	16.043
10386_x1	7	4.278
7209_x1	24	58.042
59136_x1	19	14.378
57077_x1	12	92.838
9777_x1	34	62.422
60748_x1	14	50.452
53561_x1	19	64.235
63201_x1	5	19.595
61387_x1	7	32.442
46001_x1	22	47.906
60378_x1	4	71.692
8513_x1	34	61.552
30167_x1	30	31.837
41399_x1	11	6.542
2781_x1	24	3.338
78969_x1	29	59.805
72044_x1	32	87.345
51891_x1	29	57.519
Oke_PDIA3-82_x1	14	114.962
47252_x1	20	48.858
73184_x1	6	114.547
13751_x1	16	64.776
54799_x1	4	128.545
54557_x1	34	25.724
62872_x1	18	19.279
27220_x1	36	19.07
1208_x1	23	40.71
62651_x1	18	59.089
8142_x1	28	62.914
54797_x1	4	141.548
7030_x1	27	41.82
45210_x1	17	3.254
75833_x1	31	10.836
72112_x1	22	0
11968_x1	33	78.871
10414_x1	33	44.618
44842_x1	34	31.658
18981_x1	37	43.767
13737_x1	7	112.24
76147_x1	33	16.308
55418_x1	5	45.118
42312_x1	32	86.76
63329_x1	26	3.293
73686_x1	30	14.758
6248_x1	9	131.966
12712_x1	4	11.009
7717_x1	22	41.192
9185_x1	22	5.827
57094_x1	31	5.273
282_x1	33	65.447
282_x2	12	131.336
5621_x1	22	57.228
65629_x1	8	0.77
60352_x1	10	20.386
40666_x1	7	7.122
18566_x1	33	26.722
57800_x1	33	5.445
61334_x1	26	9.176
69338_x1	18	1.82
41430_x1	33	0.606
61530_x1	19	39.736
12335_x1	22	14.245
75661_x1	33	76.99
60354_x1	22	56.887
8924_x1	13	56.693
44717_x1	13	59.277
66607_x1	4	34.133
11870_x1	10	10.23
60938_x1	5	26.712
58279_x1	21	103.454
47844_x1	20	68.565
6073_x1	2	98.064
74244_x1	11	6.118
9031_x1	12	92.485
28322_x1	16	62.437
6587_x1	32	34.357
34104_x1	19	26.39
57253_x1	25	33.949
3477_x1	4	58.799
48889_x1	19	31.005
4301_x1	10	112.877
53888_x1	1	107.109
31086_x1	3	79.872
8105_x1	35	101.464
56247_x1	19	31.005
2999_x1	27	65.251
42318_x1	15	54.227
62818_x1	2	119.939
55862_x1	29	57.519
57908_x1	3	60.777
54806_x1	21	48.71
Oke_U2037-76_x1	29	63.316
56040_x1	4	24.018
8930_x1	14	0.288
46207_x1	13	71.451
45_x1	2	21.993
62287_x1	15	46.502
63019_x1	1	67.785
55021_x1	27	34.77
64686_x1	9	2.159
69970_x1	9	131.018
64801_x1	1	26.979
42863_x1	30	46.532
61534_x1	5	140.557
5031_x1	19	64.837
53629_x1	5	23.549
64513_x1	21	103.569
3091_x1	3	109.733
42897_x1	33	0.336
7359_x1	1	77.769
47876_x1	37	37.261
1792_x1	19	63.528
62907_x1	25	51.265
9232_x1	9	151.64
6338_x1	9	145.887
43138_x1	27	60.351
715_x1	29	57.519
42895_x1	32	61.443
70567_x1	17	54.176
45364_x1	2	51.45
57495_x1	18	78.888
45152_x1	28	65.027
49402_x1	7	138.911
43341_x1	6	137.158
2566_x1	13	53.742
51197_x1	24	5.885
6336_x1	16	5.45
17349_x1	27	50.78
19926_x1	13	14.228
63122_x1	26	44.494
75786_x1	26	6.818
68091_x1	1	2.769
10068_x2	8	111.654
10068_x1	37	55.225
60892_x1	13	71.558
15062_x1	30	3.606
42821_x1	6	8.242
21355_x1	13	71.558
33681_x1	12	128.503
61311_x1	3	10.737
84200_x1	29	57.519
26223_x1	4	12.22
17276_x1	13	41.559
54395_x1	17	37.77
1794_x1	1	77.769
2594_x1	23	28.199
39957_x1	13	71.451
3000_x1	6	114.267
72849_x1	1	128.547
9522_x1	36	48.962
61413_x1	13	8.686
36767_x1	8	42.127
10573_x1	11	128.118
24080_x1	10	32.868
5677_x1	23	42.565
13687_x1	3	90.397
58681_x1	18	28.519
30412_x1	5	10.379
61013_x1	13	35.377
60233_x1	26	61.329
25244_x1	2	37.403
59960_x1	14	111.949
12136_x1	22	71.292
49854_x1	20	59.858
70512_x2	21	2.239
18801_x1	9	170.651
42142_x1	25	61.738
7791_x1	22	56.887
7289_x1	3	144.998
67671_x1	14	83.42
48880_x1	13	38.232
33052_x1	16	10.957
9323_x1	1	17.451
11068_x1	11	70.979
59879_x1	18	43.244
42286_x1	3	0.716
62165_x1	29	44.47
8076_x1	32	69.688
66585_x1	12	93.26
10706_x1	4	75.763
9325_x1	12	5.739
51685_x1	4	84.423
40986_x1	28	29.555
56126_x1	10	0
49456_x1	2	12.027
58183_x1	24	18.739
10520_x1	5	134.77
64318_x1	10	79.366
65280_x1	12	116.249
13122_x1	1	108.297
46691_x1	10	60.85
37165_x1	6	66.665
4195_x1	1	117.876
61015_x1	2	68.162
28053_x1	22	37.026
54691_x1	13	41.4
44240_x1	17	28.087
76963_x1	25	39.307
24139_x1	24	42.82
68326_x1	5	50.964
53220_x1	10	118.648
52527_x1	13	40.507
75498_x1	16	0
59964_x1	2	68.162
7407_x1	1	11.273
21500_x1	10	55.629
41246_x1	32	54.192
25325_x1	6	51.626
64936_x1	2	65.889
54148_x1	9	168.867
42476_x1	26	46.793
65941_x1	6	120.398
64108_x1	37	23.835
63723_x1	9	139.543
14573_x1	11	99.991
40471_x1	7	123.077
60956_x1	21	136.201
73407_x1	13	60.164
59040_x1	28	65.027
56098_x1	9	28.066
73526_x1	14	58.698
63975_x1	9	157.001
52784_x1	10	1.52
1051_x1	16	76.697
5230_x1	8	47.196
17861_x1	2	2.758
6796_x1	29	68.078
54281_x1	1	71.631
82990_x1	17	37.661
37690_x1	12	66.593
58577_x1	18	83.454
58430_x1	2	74.163
18954_x1	4	16.989
69779_x1	9	86.378
5737_x1	1	129.252
63353_x1	14	122.547
11778_x1	25	65.525
19714_x1	5	10.379
48945_x1	7	2.26
54118_x1	20	50.852
8863_x1	13	70.342
16711_x1	24	4.678
53557_x1	28	16.143
18656_x1	14	41.137
21086_x1	23	6.525
56209_x1	21	89.642
84294_x1	15	46.502
41896_x1	35	65.606
13007_x1	3	147.027
70551_x1	12	126.183
43842_x1	15	37.827
27285_x1	14	0.149
58046_x1	24	13.611
18147_x1	20	14.096
27761_x1	6	144.747
22333_x1	13	69.343
35178_x1	17	37.661
71942_x1	31	1.86
68450_x1	9	88.089
2158_x1	12	91.482
9882_x1	12	50.87
1320_x1	15	3.554
9604_x1	35	59.417
5129_x1	22	55.989
27565_x1	3	60.335
9071_x1	8	72.728
21993_x1	2	42.801
2404_x1	15	3.884
47866_x1	23	64.455
62603_x1	2	106.314
Oke_hmgb1-66_x1	17	0.888
55790_x1	8	48.699
21995_x1	23	20.493
12840_x1	31	2.584
43600_x1	2	116.344
1559_x1	15	54.106
31226_x1	30	37.692
71700_x1	2	20.232
56964_x1	27	54.349
62272_x1	23	45.498
9464_x1	1	89.756
23912_x1	9	86.378
864_x1	3	76.542
40003_x1	4	4.861
33205_x1	17	9.533
17919_x1	13	26.457
12248_x1	1	7.286
69219_x1	2	12.027
4611_x1	9	85.823
2632_x1	33	1.063
54580_x1	8	29.478
41467_x1	27	43.103
53802_x1	4	143.85
53802_x2	9	157.573
56962_x1	8	73.282
61592_x1	31	0.994
53014_x1	10	30.334
9462_x1	6	142.65
6506_x1	16	3.842
4428_x1	8	26.511
73877_x1	12	9.807
56507_x1	13	63.516
2867_x1	15	26.082
42537_x1	10	6.161
41876_x1	27	65.251
27412_x1	3	48.847
42855_x1	9	9.603
60000_x1	1	7.286
46194_x1	25	68.162
75392_x1	1	74.602
57331_x1	28	54.416
46611_x1	9	58.906
19615_x1	36	0
27554_x1	14	71.985
11994_x1	1	75.44
50519_x1	31	2.336
16312_x1	5	138.206
25752_x1	21	33.158
60646_x1	3	119.645
8310_x1	34	61.552
79114_x1	25	69.827
57967_x1	21	32.392
55414_x1	26	13.74
76605_x1	33	47.664
56433_x1	28	61.982
50888_x1	5	60.621
52487_x1	23	71.721
16314_x1	29	32.766
44430_x1	1	2.651
40727_x1	17	5.572
69710_x1	23	68.086
23729_x1	30	56.528
22843_x1	1	128.547
12188_x1	7	46.257
14265_x1	34	68.589
12530_x1	29	66.786
45455_x1	21	136.201
69482_x1	2	153.571
60377_x1	6	130.188
40779_x1	35	0.937
11974_x1	9	125.077
49045_x1	8	0.625
41934_x2	33	65.447
41934_x1	12	142.237
66706_x1	23	46.965
55186_x1	24	3.459
34089_x1	17	6.144
51590_x1	33	76.092
39484_x1	7	41.422
46381_x1	12	92.137
76371_x1	34	65.833
63603_x1	4	3.164
28457_x1	17	45.277
61848_x1	15	37.589
50042_x1	20	12.643
20183_x1	22	42.515
43077_x1	6	8.549
25310_x1	15	28.08
58133_x1	21	107.058
67921_x1	14	45.607
60824_x1	3	134.287
65677_x1	2	4.161
56387_x1	3	144.838
53619_x1	30	21.458
2001_x1	4	16.253
61981_x1	20	57.234
2619_x1	33	61.26
35700_x1	14	31.448
4522_x1	26	28.17
58204_x1	9	149.946
73815_x1	26	10.432
14230_x1	19	66.697
4717_x1	5	13.652
4717_x2	18	84.744
69622_x1	26	1.076
78808_x1	2	62.652
75629_x1	31	5.273
43421_x1	9	85.538
1825_x1	19	58.561
11852_x1	28	65.027
Oke_thic-84_x1	30	59.335
46265_x1	17	37.77
18177_x1	4	60.818
9573_x1	20	62.324
53380_x2	21	136.201
53769_x1	33	78.709
53380_x1	32	87.939
43391_x1	31	7.97
29037_x1	3	0.716
55711_x1	34	20.393
10847_x1	10	81.056
69_x1	19	63.528
56853_x2	35	74.304
69414_x1	31	30.053
56853_x1	10	111.73
12998_x1	37	43.767
42807_x1	3	25.09
47262_x1	21	115.768
75458_x1	13	69.491
18500_x1	16	31.958
81943_x1	6	57.186
15435_x1	16	39.937
59239_x1	16	76.805
47737_x1	8	84.171
64105_x1	24	19.708
52134_x1	15	36.512
54208_x1	33	63.148
12428_x1	33	33.285
26374_x1	35	29.496
13761_x1	20	59.858
48973_x1	6	102.253
7301_x1	10	60.488
43447_x1	3	51.684
77628_x1	21	71.223
50415_x1	21	54.747
45389_x1	11	5.3
59060_x1	9	0
40322_x1	6	101.199
44113_x1	11	63.997
2273_x1	11	122.492
71109_x1	28	15.584
73997_x1	1	7.286
23757_x1	24	74.955
7982_x1	12	122.855
87387_x1	36	34.072
31967_x1	15	1.539
74999_x1	14	11.382
55144_x1	17	45.277
41411_x1	4	3.052
9854_x1	37	63.187
48719_x1	11	20.536
56577_x1	2	62.652
11159_x1	26	12.78
15290_x1	32	26.846
42090_x1	30	55.308
23713_x1	24	12.943
54703_x1	12	5.363
1060_x1	32	71.996
57590_x1	36	73.982
4439_x1	9	10.678
26715_x1	9	82.688
59720_x1	18	70.444
66354_x1	2	11.813
69392_x1	5	10.379
4945_x1	2	4.698
16058_x1	3	57.57
10681_x1	13	8.351
34804_x1	37	4.147
54836_x1	21	136.201
60349_x1	32	99.01
54836_x2	32	82.444
59370_x1	9	19.471
45017_x1	32	70.739
66885_x1	14	115.195
49387_x1	26	21.316
4943_x1	24	75.431
12235_x1	35	59.06
43565_x1	22	18.917
58938_x1	9	35.586
59884_x1	34	61.552
60347_x1	3	60.777
19795_x1	19	61.204
48743_x1	14	3.858
41962_x1	30	61.386
43754_x1	10	13.472
404_x1	35	84.449
404_x2	10	115.164
14930_x1	35	79.254
23048_x1	26	28.814
15754_x1	23	27.948
12783_x1	16	0.522
70930_x1	10	47.512
42094_x1	5	10.075
46558_x1	31	7.8
20846_x1	25	58.136
45221_x1	8	44.685
56874_x1	4	59.132
32919_x1	2	22.106
61785_x2	9	108.661
31755_x1	21	103.272
10432_x1	14	63.557
71219_x1	1	128.547
69010_x1	2	5.945
51611_x1	20	45.86
13406_x1	5	92.378
48797_x1	3	38.965
10998_x1	32	87.939
4576_x1	14	107.274
10184_x1	23	42.14
54474_x1	32	86.76
2631_x1	11	128.118
1290_x1	16	62.437
21787_x1	9	18.818
4050_x1	20	0
68931_x1	33	16.308
62534_x1	5	37.355
31480_x1	13	70.107
26820_x1	26	41.949
12156_x1	21	56.187
25470_x1	10	12.442
58779_x1	14	98.722
71616_x1	12	42.57
30992_x1	1	56.063
48343_x1	1	47.166
23651_x1	1	112.818
17994_x1	2	51.45
7381_x1	10	94.907
60395_x1	3	109.842
21889_x1	15	37.053
11246_x1	4	40.283
57082_x1	22	14.245
60159_x1	26	38.389
68918_x1	16	84.891
68328_x1	7	13.541
39773_x1	13	8.514
72231_x1	4	79.321
4527_x1	18	87.803
4383_x1	15	54.506
2233_x1	8	44.685
67849_x1	36	0.999
70914_x1	16	97.158
59493_x1	35	0.318
7585_x1	14	38.6
5562_x1	32	54.801
42702_x1	2	12.899
68933_x1	12	18.367
51972_x1	15	37.589
35423_x1	7	4.81
31879_x1	35	95.499
46078_x1	7	45.421
29718_x1	30	55.308
41355_x1	35	58.452
9800_x1	5	9.083
55981_x1	30	21.458
73365_x1	34	50.904
50019_x2	12	44.414
50_x1	9	59.199
7139_x1	18	83.798
62531_x1	5	30.219
30365_x1	23	8.712
55718_x1	24	32.852
54775_x1	2	44.205
34824_x1	21	136.201
49030_x1	7	43.826
77928_x1	1	19.593
46239_x1	1	92.27
66278_x1	33	66.64
34285_x1	17	0.888
79164_x1	11	24.53
51260_x1	1	1.329
12322_x1	29	16.203
42073_x2	35	89.738
42073_x1	10	118.648
56141_x1	19	63.528
73837_x1	25	48.583
52077_x1	20	66.384
41371_x1	18	90.899
53182_x1	33	47.933
15633_x1	7	68.325
54829_x1	5	25.272
7321_x1	32	4.611
8505_x1	1	128.547
55967_x1	8	112.293
55183_x1	3	145.617
9338_x1	12	72.566
62444_x1	36	62.677
63902_x1	12	101.287
