population_type DH
population_name CMUW10X_0001
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5052
number_of_individual 34

locus_name	CMUW10X01H_0009	CMUW10X01H_0011	CMUW10X01H_0012	CMUW10X01H_0013	CMUW10X01H_0016	CMUW10X01H_0019	CMUW10X01H_0020	CMUW10X01H_0021	CMUW10X01H_0023	CMUW10X01H_0024	CMUW10X01H_0030	CMUW10X01H_0031	CMUW10X01H_0035	CMUW10X01H_0044	CMUW10X01H_0047	CMUW10X01H_0058	CMUW10X01H_0062	CMUW10X01H_0063	CMUW10X01H_0064	CMUW10X01H_0067	CMUW10X01H_0068	CMUW10X01H_0069	CMUW10X01H_0072	CMUW10X01H_0073	CMUW10X01H_0074	CMUW10X01H_0077	CMUW10X01H_0079	CMUW10X01H_0080	CMUW10X01H_0083	CMUW10X01H_0085	CMUW10X01H_0086	CMUW10X01H_0087	CMUW10X01H_0093	CMUW10X01H_0095	
70680_x1	b	b	a	b	b	b	a	a	a	b	a	b	b	-	a	b	a	a	b	a	a	-	a	b	a	a	b	b	a	b	b	a	a	b	
33993_x1	a	b	-	a	a	a	a	a	b	b	a	b	a	b	a	a	a	a	a	b	b	a	a	b	b	a	b	b	a	b	a	b	b	a	
56002_x1	a	b	b	a	b	b	a	a	b	a	a	a	a	a	b	a	a	a	a	b	a	a	a	-	a	a	a	b	a	a	a	b	b	a	
67146_x1	a	b	b	a	a	a	-	-	b	b	a	b	a	b	-	b	a	b	b	a	a	b	a	-	a	b	b	b	a	a	b	a	-	a	
58844_x1	b	a	a	b	b	a	a	b	a	b	b	a	b	b	b	a	b	b	b	a	b	a	a	b	a	b	a	a	a	b	a	b	b	a	
15633_x1	a	b	b	b	a	b	-	-	b	b	a	b	b	a	b	b	a	b	a	-	a	-	-	-	b	a	b	b	a	a	b	b	a	-	
2309_x1	a	a	a	a	b	a	a	a	a	-	-	a	a	b	-	b	-	a	a	a	b	-	b	-	b	a	b	b	b	a	b	a	b	b	
34515_x1	a	b	a	a	a	a	-	b	a	a	b	-	a	a	a	a	a	b	a	b	b	a	a	a	b	b	b	b	b	a	a	a	a	a	
55967_x1	a	a	b	b	a	b	b	a	b	a	a	b	b	a	-	a	b	a	a	a	a	a	a	a	a	a	b	b	a	a	-	b	b	a	
3617_x1	b	b	b	a	b	b	-	b	b	a	b	a	a	b	b	b	a	b	b	b	-	b	a	-	b	-	b	a	b	b	b	b	a	a	
55967_x2	a	a	b	a	a	b	a	b	b	a	a	a	a	b	-	a	a	a	a	b	b	b	a	a	a	a	b	b	a	b	-	b	b	b	
55183_x1	b	a	-	a	b	a	a	-	a	b	a	a	-	b	a	b	a	a	b	a	b	b	a	b	a	a	b	a	a	a	a	b	-	b	
26575_x1	b	b	a	b	-	a	b	a	a	a	b	a	b	a	-	a	-	a	b	a	a	b	a	a	a	b	a	a	b	b	a	a	a	a	
63902_x1	b	a	a	-	b	-	a	b	a	b	b	b	a	b	a	a	a	a	a	-	b	b	b	-	-	a	a	b	a	b	a	a	a	b	
Oke_azin1-90_x1	a	b	b	a	b	a	a	a	b	a	b	a	b	b	b	b	b	b	b	a	a	b	b	b	b	b	b	a	a	a	a	a	a	-	
1695_x1	b	b	b	b	-	b	b	a	b	a	a	b	a	a	b	b	b	-	a	a	b	b	a	-	a	a	b	a	a	b	b	a	a	a	
29248_x1	b	a	-	b	b	b	b	b	a	b	b	a	a	a	b	b	-	b	a	b	a	a	b	-	b	a	a	a	b	b	a	-	b	a	
24432_x1	b	a	b	b	a	a	a	-	b	a	a	b	a	-	a	-	a	a	b	a	a	b	b	b	b	b	b	b	a	a	b	a	b	a	
4103_x1	a	b	-	b	b	b	-	a	b	-	a	a	b	b	a	a	b	-	b	a	b	a	a	-	-	b	a	a	b	b	b	b	b	b	
49646_x1	a	b	a	a	b	a	b	a	b	b	b	b	b	b	a	a	a	b	a	b	a	-	b	a	b	a	a	b	a	b	b	b	a	b	
7978_x1	b	a	b	b	b	b	-	-	b	a	b	-	b	a	b	-	b	b	b	b	-	-	a	a	a	b	a	-	a	a	a	b	-	a	
43686_x1	a	b	b	a	b	b	b	-	a	a	-	b	-	b	a	a	b	b	b	a	b	-	a	-	b	a	b	b	b	a	a	a	b	b	
14505_x1	b	a	a	b	b	-	b	a	a	b	a	a	b	a	b	-	a	-	a	a	b	b	a	b	a	a	a	a	a	b	a	b	a	b	
29694_x1	-	b	a	a	b	b	b	a	a	a	b	a	b	a	a	a	b	a	b	a	b	b	-	-	b	b	a	a	a	a	a	a	b	b	
77535_x1	a	a	a	a	b	a	-	b	a	a	b	-	b	a	b	a	b	b	a	a	b	b	-	-	b	b	a	b	b	a	b	a	a	a	
19177_x1	a	a	b	a	b	b	b	a	a	b	b	b	a	b	b	a	b	b	b	a	-	-	-	-	-	b	a	b	a	b	-	b	b	a	
41075_x1	-	b	-	a	-	a	-	b	b	a	b	-	-	a	a	a	a	b	a	a	b	-	a	a	b	b	a	b	b	b	a	a	a	a	
15151_x1	-	b	b	a	b	a	a	a	b	a	a	b	-	a	a	-	-	b	-	b	-	a	-	b	a	a	b	b	b	a	a	a	a	a	
29816_x1	b	b	b	b	b	b	b	a	b	a	a	b	a	a	b	b	b	a	a	a	b	b	-	a	a	a	b	a	a	b	b	a	a	a	
11266_x1	a	a	b	a	b	a	b	b	a	a	a	b	b	b	b	a	b	a	a	b	a	a	a	a	a	a	b	a	a	b	a	b	b	a	
4539_x1	a	a	b	b	a	b	b	a	b	a	a	-	a	a	a	b	b	a	a	a	b	a	-	a	a	b	b	b	a	a	a	b	b	b	
41214_x1	a	a	b	a	b	a	a	a	b	b	a	-	a	b	a	a	a	a	a	-	b	a	a	b	b	a	b	b	a	b	a	b	b	a	
35378_x1	b	a	b	a	b	b	b	-	b	a	-	b	b	b	a	a	b	a	b	b	-	-	b	b	b	a	b	a	a	a	a	b	b	b	
48291_x1	-	a	a	a	b	a	b	-	b	a	b	a	b	b	b	a	b	a	b	b	-	b	a	a	b	b	a	a	b	a	b	b	a	a	
28888_x1	a	-	b	b	a	b	a	b	b	b	a	b	-	a	-	b	a	b	a	a	a	-	a	a	b	a	b	b	a	a	b	b	a	b	
55330_x1	a	a	a	b	b	-	a	a	-	-	b	-	b	-	b	a	a	b	a	a	b	a	-	b	b	b	a	b	a	b	a	b	a	b	
62204_x1	a	a	b	b	a	b	a	b	a	b	b	-	b	-	a	b	a	b	a	b	-	a	a	a	a	a	b	a	b	b	b	a	a	a	
18537_x1	a	a	-	a	a	b	a	b	-	b	a	b	b	b	-	-	b	b	b	b	-	a	b	a	a	b	b	a	b	b	b	a	a	b	
32055_x1	a	a	b	b	a	b	a	b	b	b	b	b	-	b	a	-	a	a	a	a	b	a	a	-	b	a	a	b	b	b	-	b	a	b	
74502_x1	a	b	b	b	a	b	b	a	a	b	b	a	a	b	a	-	b	b	a	b	a	b	a	-	b	a	b	b	b	b	a	b	a	b	
40739_x1	-	a	b	-	a	b	a	b	a	a	a	a	a	a	b	b	b	a	b	-	b	b	-	b	a	b	b	a	b	a	a	a	b	a	
76155_x1	a	a	b	-	b	b	a	a	a	b	-	-	b	b	b	-	b	a	b	-	a	b	b	b	a	a	b	a	a	a	b	b	b	b	
56858_x1	-	b	b	a	b	a	b	-	a	a	b	a	b	b	a	b	b	b	a	a	b	-	b	a	b	a	b	a	b	a	b	b	a	a	
78639_x1	a	b	-	b	b	a	a	-	a	a	-	a	a	b	a	b	b	b	b	a	-	b	-	b	-	a	-	a	a	b	b	a	-	a	
3469_x1	a	a	b	a	a	a	b	a	b	b	a	a	b	-	a	a	b	b	b	b	a	-	b	b	b	b	b	b	b	a	b	a	b	a	
57273_x1	a	a	b	b	a	b	b	b	b	b	b	b	a	a	b	b	a	a	a	b	b	a	a	-	b	a	a	b	b	b	a	b	-	b	
78901_x1	a	a	a	a	b	b	b	a	a	a	-	-	-	a	b	a	a	-	b	b	a	a	a	b	b	a	b	b	a	-	b	a	a	b	
76405_x1	a	b	a	b	b	b	a	a	b	b	a	a	a	a	b	a	a	-	-	-	a	a	a	-	a	-	a	b	b	b	a	b	b	b	
43865_x1	b	a	-	b	a	b	a	b	b	b	b	b	a	-	-	-	a	a	a	b	b	-	a	b	b	a	a	b	b	b	-	-	a	b	
41598_x1	a	a	-	a	-	a	b	-	a	a	a	a	b	a	-	b	a	b	b	b	a	a	a	b	a	b	b	a	a	a	b	a	b	a	
41598_x2	a	a	-	a	-	b	b	-	b	b	b	a	a	b	-	a	b	a	a	b	b	a	a	a	a	a	a	b	a	a	b	a	a	a	
11540_x1	a	a	a	a	b	a	-	b	b	b	b	a	b	a	b	a	a	b	b	b	a	b	-	b	b	b	a	a	b	-	-	-	-	a	
431_x1	a	b	b	b	a	b	-	a	b	b	a	b	a	a	a	b	a	b	b	b	-	a	a	-	a	a	a	b	a	a	a	a	a	b	
66085_x1	b	a	a	b	a	b	b	b	a	b	b	a	a	b	b	a	a	a	b	a	a	b	a	a	b	b	a	-	a	b	b	b	b	b	
56255_x1	a	b	a	b	b	a	-	-	a	a	a	a	a	b	a	-	b	b	-	a	-	b	-	-	b	a	a	a	a	b	b	a	b	a	
10114_x1	a	b	a	b	a	a	b	-	b	a	a	b	-	b	a	b	a	a	a	b	b	-	a	-	b	-	a	b	b	a	-	b	b	a	
31119_x1	b	b	a	a	b	b	b	a	a	a	b	a	b	a	a	a	a	a	b	a	-	b	b	-	-	b	b	a	a	a	a	a	a	b	
65823_x1	-	b	b	a	b	a	a	a	a	-	a	-	b	-	a	b	b	-	b	a	b	b	b	a	a	a	b	b	a	b	a	b	a	b	
81380_x1	a	a	a	b	a	b	a	a	-	b	a	-	a	-	b	-	a	a	b	b	b	a	-	b	a	b	a	b	a	b	b	b	a	b	
68402_x1	b	b	a	b	a	b	a	a	b	b	b	-	a	a	a	b	a	b	b	a	b	b	b	b	b	b	a	b	b	a	-	a	a	b	
42684_x1	b	a	b	b	a	b	a	b	a	b	-	a	b	-	-	a	a	b	a	b	-	-	a	a	a	a	b	a	b	b	b	a	b	a	
4951_x1	a	b	a	-	a	b	a	a	b	-	b	b	b	-	b	a	b	b	b	b	a	b	a	a	-	b	a	a	a	b	a	b	a	a	
47405_x1	a	b	b	b	a	b	b	-	a	b	a	a	a	-	a	b	b	b	a	b	-	b	a	a	b	a	b	b	b	b	a	b	a	b	
12347_x1	a	a	-	b	a	b	-	b	a	a	a	-	b	-	a	b	b	a	a	a	-	-	-	a	a	a	b	a	a	a	b	b	b	a	
32362_x1	a	b	a	-	b	a	-	a	a	a	-	-	a	b	a	b	b	b	b	a	b	-	-	b	b	a	a	a	a	b	b	a	b	a	
46586_x1	a	a	a	-	b	a	a	a	b	a	b	a	-	a	b	b	a	-	a	b	-	a	-	a	-	b	a	b	a	b	-	b	a	a	
44271_x1	b	b	b	a	b	a	b	b	b	a	b	b	b	a	a	b	b	-	a	a	a	b	b	a	b	b	b	a	b	a	a	a	-	a	
29807_x1	a	a	b	b	b	b	a	b	a	b	b	b	a	b	a	b	b	b	b	a	b	a	a	b	a	b	b	a	b	b	b	b	-	b	
16585_x1	a	a	a	a	b	a	-	-	a	-	-	b	a	a	a	-	a	b	b	a	a	-	b	a	a	b	b	b	a	a	a	a	a	-	
63423_x1	-	b	b	b	a	b	-	-	a	b	b	b	b	a	b	b	a	a	b	b	a	b	a	b	a	a	b	b	b	a	-	a	a	b	
28369_x1	b	b	-	a	a	b	a	a	b	a	a	b	a	a	b	a	b	b	a	b	-	a	-	b	b	a	a	a	a	b	b	b	b	a	
66974_x1	b	a	a	a	a	b	-	a	a	a	b	-	a	-	a	b	b	b	a	a	-	a	b	b	b	a	a	b	a	b	a	a	b	b	
52311_x1	a	b	a	a	b	a	b	b	a	a	-	-	b	b	-	a	a	b	b	-	a	b	a	-	b	b	a	b	b	a	b	a	-	b	
10643_x1	a	a	b	b	a	b	b	b	b	a	b	a	a	a	a	a	b	a	a	-	b	-	a	a	-	a	b	b	b	-	b	a	b	b	
5677_x1	a	-	b	b	b	b	-	b	a	a	a	b	b	a	-	a	-	b	b	b	-	-	a	b	b	b	b	b	b	b	b	b	b	a	
14081_x1	-	a	a	b	b	a	-	b	a	b	b	-	b	b	b	a	b	b	b	a	b	a	a	b	a	b	a	a	a	b	a	b	b	a	
45208_x1	a	a	-	b	a	b	-	a	b	b	b	b	b	-	b	a	b	a	a	a	a	a	a	a	a	a	b	b	a	a	b	b	b	a	
9622_x1	b	a	a	a	b	b	a	b	b	b	a	a	b	b	b	a	b	a	-	b	b	a	a	b	b	b	b	a	b	b	b	b	b	b	
60274_x1	a	a	a	a	a	b	a	b	-	b	a	a	a	b	b	b	a	a	a	-	-	a	b	a	a	a	b	b	a	b	a	b	b	b	
49906_x1	b	a	b	a	b	b	b	b	b	a	b	b	-	-	-	a	b	a	b	b	a	b	b	b	b	a	b	a	a	a	a	b	b	b	
66316_x1	b	b	b	a	a	b	b	a	b	b	a	b	b	-	-	a	b	a	b	b	-	b	a	a	b	b	a	b	a	a	b	b	a	b	
64527_x1	b	a	-	a	b	a	b	b	a	b	b	-	a	a	a	b	-	a	b	-	a	-	a	-	a	a	b	a	b	a	a	a	b	b	
67460_x1	a	b	a	a	b	a	b	a	a	a	a	a	a	b	a	b	b	a	-	a	a	a	a	b	a	a	a	a	a	a	b	b	a	b	
1615_x1	b	b	b	a	b	a	b	-	a	-	a	a	b	b	a	-	a	a	b	b	a	a	b	-	-	b	b	b	b	a	b	a	a	b	
54880_x1	b	b	a	a	-	b	b	-	a	a	b	a	b	a	a	a	a	-	b	-	a	-	b	b	b	b	b	a	a	a	a	a	a	b	
49582_x1	a	a	a	b	b	a	a	b	a	a	b	-	a	a	b	b	a	-	a	b	a	a	b	b	a	a	b	a	b	b	a	a	b	a	
23406_x1	a	a	a	a	a	a	a	b	a	a	b	a	-	b	b	a	a	a	a	b	b	a	b	a	a	b	b	b	a	b	a	a	-	b	
40736_x1	a	a	b	b	a	b	b	-	b	a	a	a	a	a	a	b	b	-	a	-	-	a	-	a	-	b	b	b	a	a	a	b	b	b	
51035_x1	-	b	b	b	a	b	-	a	b	a	a	b	a	b	a	b	b	a	a	-	b	a	-	a	a	a	b	b	a	b	b	b	b	b	
53716_x1	b	b	-	a	a	a	-	a	b	b	b	-	b	b	-	b	-	a	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	b	
58064_x1	b	b	b	a	a	b	a	-	a	a	a	-	b	b	-	a	a	b	b	a	a	-	b	b	a	a	a	b	a	a	-	b	b	a	
74672_x1	a	a	a	b	a	b	a	-	a	b	a	a	a	b	b	a	a	b	b	b	b	b	-	a	a	a	a	b	a	b	b	b	a	b	
23400_x1	-	-	b	b	a	a	a	b	b	b	a	b	a	b	b	b	b	b	a	b	b	-	-	a	-	a	a	b	b	b	b	b	b	a	
26910_x1	b	b	b	a	a	a	a	-	b	b	b	a	b	b	b	b	b	a	a	a	b	-	-	-	a	a	a	-	a	a	a	a	a	b	
56776_x1	-	b	a	b	a	a	-	a	a	-	a	a	-	b	a	a	a	a	b	b	b	b	b	a	b	a	b	a	b	a	-	a	b	b	
1281_x1	a	a	a	a	b	a	-	b	a	a	b	a	b	b	b	-	-	a	a	a	a	-	b	a	b	b	a	a	b	b	b	a	b	a	
40556_x1	a	a	-	b	b	b	b	b	a	a	a	b	a	a	a	a	a	b	b	b	a	b	a	b	b	b	b	b	b	b	b	b	b	a	
41233_x1	b	b	b	a	b	b	b	a	b	b	a	b	b	a	b	a	a	a	a	a	b	-	a	b	-	a	b	a	b	b	b	b	b	b	
38602_x1	a	b	b	a	b	a	b	b	a	a	b	-	a	b	-	b	a	-	b	a	-	a	a	a	b	b	a	b	b	a	b	a	b	b	
62263_x1	b	b	a	a	a	b	b	a	b	b	a	a	a	a	-	b	a	a	b	a	a	a	a	b	-	a	b	b	b	a	b	b	a	a	
44411_x1	b	a	a	a	a	b	-	b	b	a	-	a	a	a	a	-	b	b	b	a	a	a	b	a	a	-	a	b	a	b	-	b	a	b	
5580_x1	a	b	a	-	a	a	a	a	a	b	-	a	-	a	b	-	a	b	a	a	b	a	-	-	a	b	a	b	b	b	b	a	a	a	
17964_x1	a	b	b	a	b	-	-	b	a	a	-	a	b	-	a	b	b	b	a	a	b	b	-	-	b	a	b	a	b	a	b	b	a	a	
76174_x1	a	b	a	a	b	b	-	b	a	a	a	-	b	a	-	b	a	b	b	a	b	-	a	-	a	-	a	a	a	a	a	a	-	a	
995_x1	a	a	b	a	a	a	b	-	a	a	b	b	b	a	b	-	-	a	a	a	a	a	b	a	a	a	b	b	a	-	b	b	b	a	
27256_x1	b	a	a	b	b	b	-	a	a	a	b	b	a	-	-	b	a	-	a	a	b	a	-	a	a	a	a	a	a	b	a	b	a	b	
1581_x1	b	b	-	b	a	a	b	a	a	a	b	a	b	a	b	a	a	a	a	a	b	b	a	a	a	b	a	a	b	b	a	a	b	a	
40222_x1	a	b	b	a	b	a	a	-	b	b	a	b	b	a	-	b	b	b	a	b	-	a	b	b	a	a	b	b	b	a	a	a	a	a	
37684_x1	b	a	a	b	a	b	-	a	b	b	a	b	a	a	-	-	a	-	b	a	b	a	a	b	b	a	b	a	a	b	a	b	-	b	
55732_x1	b	b	a	b	a	b	b	b	a	a	b	a	b	-	b	b	b	b	b	a	-	b	-	a	a	b	a	a	b	a	b	a	-	b	
25594_x1	-	b	b	b	a	b	-	b	a	b	a	b	a	-	a	a	b	b	b	a	b	b	a	b	b	a	b	a	b	a	-	a	b	b	
75067_x1	a	a	b	a	b	a	a	a	b	b	a	-	a	b	a	a	a	a	a	b	b	a	-	b	b	a	b	b	a	b	-	b	b	a	
49577_x1	b	a	a	b	b	a	b	a	a	b	a	-	b	-	-	b	a	b	a	a	b	b	-	b	a	a	a	a	a	b	a	b	a	b	
4080_x1	b	a	b	b	a	a	a	a	b	b	b	-	b	a	a	a	a	a	b	b	b	-	-	a	b	a	a	a	a	-	-	a	-	a	
62005_x1	a	a	b	b	a	-	a	b	b	b	a	b	a	-	-	b	b	b	a	b	b	a	a	a	-	a	a	b	b	b	b	b	b	a	
23308_x1	b	a	a	-	b	b	a	b	a	b	-	-	a	-	b	a	b	b	a	a	b	a	a	b	a	b	a	a	a	b	a	b	b	a	
74564_x1	b	a	b	a	b	b	b	-	b	a	b	b	-	b	a	a	b	a	b	b	a	-	b	b	b	a	b	a	a	a	a	b	b	b	
58301_x1	b	b	-	a	a	b	a	-	a	a	a	b	b	b	a	a	a	b	b	a	a	a	b	a	a	a	a	b	a	a	-	b	b	a	
54686_x1	b	b	b	a	a	b	-	b	b	b	a	b	b	-	-	a	a	b	b	-	b	a	-	b	a	a	b	b	a	-	a	-	a	a	
1591_x1	b	b	b	-	b	a	-	a	b	b	a	a	b	-	a	b	a	a	b	b	a	a	-	-	a	b	b	b	b	a	b	a	a	b	
51993_x1	b	a	b	a	b	b	b	b	-	a	b	-	b	b	a	a	b	-	b	b	-	b	b	b	b	a	b	a	a	a	a	b	b	b	
26_x1	b	b	b	a	b	b	b	a	b	a	a	-	b	a	b	a	a	a	a	b	-	a	b	b	a	b	b	b	b	b	b	b	-	-	
43515_x1	a	b	b	b	a	b	a	a	b	-	a	a	b	a	a	a	b	a	b	a	b	b	a	a	a	b	b	b	a	a	b	b	a	a	
52004_x1	a	b	a	a	a	a	-	b	b	a	a	b	b	b	b	a	a	a	a	b	a	b	a	-	-	b	b	b	a	a	-	a	b	a	
72927_x1	a	b	a	b	a	a	b	b	b	a	a	b	b	-	a	b	a	a	a	b	a	b	a	-	b	b	a	b	b	a	b	b	b	a	
15843_x1	b	b	a	-	a	a	a	b	a	a	b	b	b	b	b	a	-	a	a	a	b	-	-	a	-	a	a	b	a	a	b	b	-	a	
60288_x1	b	b	a	b	a	a	b	a	a	a	b	a	b	a	b	a	a	a	a	a	-	b	a	a	a	b	a	a	b	b	a	a	b	a	
57533_x1	b	b	b	b	a	b	a	a	b	b	a	b	-	a	a	b	a	b	b	b	b	a	-	b	a	a	a	b	a	a	a	a	a	b	
59800_x1	a	b	b	b	b	a	b	b	b	b	a	b	a	b	b	a	a	a	b	-	b	a	a	a	a	b	b	a	b	b	-	b	a	a	
69198_x1	-	b	a	a	b	a	a	b	a	b	b	b	b	b	b	a	a	b	b	b	a	-	a	b	b	a	a	a	b	b	b	a	a	a	
55259_x1	b	b	a	a	a	a	-	a	b	b	b	a	a	-	b	b	b	-	a	a	-	a	b	-	a	a	a	a	-	a	b	a	a	b	
61184_x1	a	a	b	a	b	a	-	-	b	a	b	-	a	b	b	b	b	b	b	a	a	b	b	-	b	b	b	a	a	a	a	a	a	a	
23192_x1	a	b	a	a	a	b	a	b	a	b	b	a	b	a	b	a	a	b	a	-	-	a	a	b	-	b	b	b	b	a	a	a	b	a	
14919_x1	b	b	b	b	a	b	a	a	a	a	a	a	a	a	a	b	b	a	a	-	b	a	a	b	a	a	b	a	a	b	a	a	b	b	
30106_x1	b	a	b	b	a	-	b	b	a	a	a	a	-	-	b	b	b	a	b	a	-	a	a	a	a	b	b	a	b	-	a	b	-	b	
74763_x1	b	a	a	a	a	a	a	b	a	b	b	b	b	b	a	b	b	b	b	a	-	-	b	-	b	b	b	a	b	b	b	a	a	b	
74763_x2	a	a	a	a	b	a	a	a	a	b	a	a	a	b	a	b	a	a	a	a	-	-	b	-	b	a	b	b	b	a	b	a	b	b	
32028_x1	a	a	a	a	b	b	b	a	a	b	b	b	a	a	b	-	-	b	b	a	-	b	b	-	b	b	a	b	a	a	a	b	b	a	
68995_x1	a	a	b	b	a	b	a	b	b	a	b	-	a	a	b	a	b	b	a	a	b	b	a	a	b	a	a	a	b	b	a	b	b	a	
54660_x1	a	b	a	a	a	a	b	b	b	a	b	-	a	-	a	a	a	a	a	a	b	a	a	a	b	b	a	b	b	b	-	-	a	a	
75248_x1	b	b	b	b	a	b	-	a	a	b	a	b	a	a	a	-	b	b	a	a	-	a	b	b	a	b	b	a	a	b	a	a	-	b	
62003_x1	b	a	-	a	a	a	a	b	a	b	a	b	-	-	a	b	b	b	b	a	b	a	b	a	b	b	b	a	b	b	a	a	-	b	
64609_x1	b	a	a	a	b	a	b	b	b	a	b	a	b	b	-	a	b	-	b	b	-	-	-	a	-	b	a	a	b	a	b	b	a	a	
10753_x1	b	b	-	a	a	b	b	a	b	b	a	b	b	b	a	a	-	a	b	b	b	b	a	a	b	b	a	b	a	a	b	b	a	b	
44139_x1	a	b	a	a	b	a	b	a	a	a	a	a	b	b	a	a	-	b	b	a	-	b	a	-	b	b	a	b	a	a	b	a	b	b	
12455_x1	a	a	b	b	b	b	b	a	b	a	a	a	a	a	b	a	a	a	a	b	a	b	a	-	a	a	a	b	a	a	a	b	b	a	
75648_x1	b	b	b	b	b	a	a	-	b	b	b	a	a	b	a	-	b	b	a	a	-	-	-	-	b	b	b	b	b	b	b	a	a	a	
6359_x1	b	a	-	-	b	a	b	b	b	a	b	b	b	a	b	b	-	a	a	a	b	-	a	a	b	a	a	b	a	b	a	a	a	a	
12761_x1	b	a	a	a	b	b	a	b	a	b	-	b	a	-	a	-	a	-	a	a	b	-	b	a	-	a	a	b	b	b	a	a	-	b	
56442_x1	b	a	a	b	b	-	b	b	a	a	b	-	a	a	b	a	b	b	a	b	-	a	a	b	b	b	a	a	b	a	b	a	a	a	
37542_x1	b	b	b	a	b	b	b	a	b	a	-	b	-	a	b	b	a	a	a	a	b	a	-	b	a	b	b	a	b	a	a	b	a	a	
25739_x1	a	b	b	b	a	b	a	-	b	a	a	a	b	a	b	a	b	a	b	a	-	-	b	-	-	a	b	b	a	-	-	b	-	a	
5211_x1	a	a	a	b	b	b	-	b	b	b	b	b	b	a	b	b	b	a	a	a	b	b	a	-	b	a	a	b	b	a	b	a	a	a	
50382_x1	a	a	b	b	b	a	-	b	-	-	b	b	b	b	a	a	-	b	a	a	b	b	b	a	b	b	a	a	a	b	a	b	b	b	
66036_x1	-	a	a	b	a	a	a	b	a	b	b	a	-	b	-	b	b	b	a	b	a	-	b	a	b	b	a	b	a	a	b	b	a	b	
43835_x1	b	a	b	a	-	b	b	b	-	a	b	b	b	-	a	a	b	a	b	b	a	b	b	b	b	a	b	a	a	a	a	b	b	b	
4311_x1	b	b	a	a	b	a	a	a	a	b	a	a	b	b	b	-	a	b	b	b	-	b	-	-	b	b	a	a	a	a	a	b	a	a	
70358_x1	a	b	b	b	a	b	-	a	b	a	b	b	b	b	b	a	b	b	a	b	-	a	b	-	b	b	a	b	b	b	b	b	-	a	
32216_x1	a	a	a	a	b	b	b	a	a	b	-	b	a	-	b	a	b	-	b	a	a	-	b	-	b	b	a	b	b	a	-	b	b	a	
41980_x1	a	b	b	-	a	b	b	a	b	a	-	b	b	b	-	a	a	-	-	a	b	-	b	b	a	a	b	a	b	-	a	a	b	a	
254_x1	b	b	-	a	-	b	-	a	a	a	b	a	b	-	a	a	a	a	-	a	a	b	-	b	-	b	b	a	a	a	a	a	-	b	
68679_x1	a	b	-	b	b	a	a	a	a	a	a	a	-	b	-	-	b	b	b	b	b	b	-	-	b	a	a	a	a	b	b	a	-	a	
60338_x1	a	b	a	-	b	a	-	-	a	a	a	a	-	b	a	b	-	-	a	-	b	a	a	-	b	a	b	b	b	b	a	a	b	b	
47567_x1	b	-	b	a	a	b	a	b	a	a	a	b	b	b	-	a	a	b	b	a	-	a	b	-	a	a	a	b	a	a	a	b	b	a	
72416_x1	b	a	b	a	b	a	-	b	a	a	b	b	b	b	a	-	b	a	b	b	a	-	b	-	b	-	-	a	a	a	b	a	-	b	
64171_x1	a	a	-	a	b	a	a	b	b	b	b	a	b	a	b	-	a	b	b	b	a	a	b	-	-	b	b	a	b	a	b	a	a	a	
54063_x1	a	b	b	b	b	a	b	b	b	b	b	b	a	a	a	b	a	a	-	b	b	a	a	b	a	a	b	b	a	b	a	b	b	a	
55399_x2	a	a	a	-	b	a	a	a	-	b	a	a	a	-	a	b	a	a	a	a	b	-	b	b	b	-	b	b	b	-	b	a	b	b	
55399_x1	b	a	a	-	a	a	a	b	-	b	b	b	b	-	a	b	b	b	b	a	b	-	b	a	b	-	b	a	b	-	b	a	a	b	
30100_x1	a	a	a	b	b	b	-	b	a	a	b	a	a	a	a	b	a	b	b	b	b	b	b	b	-	b	b	a	a	b	-	a	b	b	
69328_x1	b	a	b	b	b	b	a	a	a	b	a	-	-	b	-	b	b	b	b	b	-	b	b	b	a	a	b	a	a	a	b	a	b	b	
6123_x1	a	b	a	a	b	a	b	a	a	a	a	a	a	a	a	b	b	a	b	a	a	a	a	b	a	a	a	a	a	a	a	b	a	b	
35168_x1	b	a	b	b	a	a	-	-	b	b	b	b	a	a	a	a	a	a	b	b	b	a	b	a	b	a	a	a	b	b	b	a	-	a	
18689_x1	b	a	a	b	a	b	a	a	b	b	-	b	a	a	b	a	a	a	b	b	a	a	a	b	-	b	a	b	a	b	a	a	b	b	
74588_x1	b	b	a	b	b	b	-	a	b	b	-	a	-	b	a	a	a	b	b	b	b	-	a	b	b	b	a	b	b	b	a	a	a	b	
441_x1	a	a	a	a	a	a	a	b	a	b	b	a	b	b	a	a	a	b	b	b	a	a	b	b	b	b	a	b	b	a	a	b	b	b	
12550_x1	a	b	b	b	a	b	b	-	b	a	-	b	b	-	-	a	b	b	a	b	-	a	b	b	b	b	a	b	b	b	b	a	a	a	
73452_x1	a	b	b	b	a	b	a	a	b	a	b	-	b	-	-	a	b	-	a	b	-	a	b	b	b	b	a	b	b	b	b	b	a	a	
25782_x1	a	b	a	a	a	a	a	a	a	b	a	a	a	b	a	-	a	a	a	a	b	a	b	b	b	a	b	b	b	b	b	a	b	b	
