population_type DH
population_name CMUW10X_0009
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5774
number_of_individual 31

locus_name	CMUW10X09H_0009	CMUW10X09H_0014	CMUW10X09H_0021	CMUW10X09H_0023	CMUW10X09H_0028	CMUW10X09H_0030	CMUW10X09H_0031	CMUW10X09H_0034	CMUW10X09H_0035	CMUW10X09H_0036	CMUW10X09H_0037	CMUW10X09H_0038	CMUW10X09H_0039	CMUW10X09H_0043	CMUW10X09H_0044	CMUW10X09H_0045	CMUW10X09H_0049	CMUW10X09H_0058	CMUW10X09H_0059	CMUW10X09H_0060	CMUW10X09H_0062	CMUW10X09H_0067	CMUW10X09H_0068	CMUW10X09H_0069	CMUW10X09H_0073	CMUW10X09H_0076	CMUW10X09H_0077	CMUW10X09H_0081	CMUW10X09H_0083	CMUW10X09H_0084	CMUW10X09H_0093	
7015_x1	b	b	a	a	a	a	b	a	b	b	b	a	b	b	b	a	b	b	a	b	a	b	b	a	a	b	a	a	b	a	a	
21575_x1	a	a	b	a	a	a	b	a	-	a	b	a	a	a	-	a	a	a	a	b	a	b	b	b	a	b	a	b	a	a	b	
64385_x1	b	b	a	b	b	a	a	-	a	b	a	b	a	-	a	-	b	b	b	a	b	a	a	a	b	a	b	a	b	b	a	
45516_x1	a	a	a	b	a	b	a	b	a	a	-	b	a	b	b	b	b	b	b	b	-	a	b	-	b	b	a	a	b	b	a	
590_x1	a	b	a	-	b	b	a	a	a	-	-	-	b	a	a	b	b	a	a	b	a	a	b	a	a	b	b	a	a	a	a	
20003_x1	b	b	b	a	b	-	b	a	b	b	a	a	b	a	-	-	a	a	a	a	a	b	a	b	a	a	-	b	a	a	b	
73480_x1	b	b	-	-	b	b	a	b	a	b	a	b	b	b	a	b	b	-	b	-	b	a	b	-	b	a	b	a	b	b	a	
75045_x1	a	b	a	b	a	b	b	a	b	b	-	b	a	a	b	b	b	b	b	a	a	a	b	a	b	a	a	b	b	b	b	
69497_x1	b	b	a	b	a	b	b	b	-	b	b	a	b	a	b	b	b	b	b	a	b	a	b	-	a	a	b	a	a	a	b	
9219_x1	b	b	b	a	a	a	-	a	b	a	a	-	a	a	a	-	b	b	a	b	a	b	a	a	a	b	b	a	b	b	b	
77971_x1	a	b	b	-	b	-	-	a	-	a	a	b	a	a	a	a	a	b	b	a	b	b	b	b	b	b	-	b	a	a	-	
49608_x1	b	-	a	a	a	b	a	a	a	a	a	b	b	b	b	a	b	b	b	b	b	a	b	b	b	b	b	b	b	a	a	
62062_x1	a	b	b	b	a	-	a	a	a	a	a	a	a	a	-	a	b	b	a	b	b	b	a	a	b	a	b	a	b	a	b	
32370_x1	b	b	a	a	b	b	b	b	b	a	-	-	a	a	b	a	a	b	b	a	b	a	b	a	b	-	b	b	a	a	a	
13048_x1	b	a	a	a	b	b	b	a	b	a	-	a	b	a	a	-	b	b	a	a	a	a	a	b	a	a	b	a	b	a	b	
43851_x1	b	a	b	a	a	b	a	b	a	a	a	-	a	b	b	b	b	a	b	a	a	b	b	b	a	b	a	b	b	b	b	
55161_x1	b	b	b	a	b	-	b	b	b	b	a	-	a	b	b	b	b	b	a	a	b	a	b	a	a	b	-	b	b	a	-	
64381_x1	b	b	a	a	a	a	a	b	a	a	b	b	b	b	b	-	b	b	b	b	b	a	b	a	a	b	-	b	b	a	a	
28299_x1	b	b	a	b	a	b	a	b	a	-	b	a	b	b	b	-	a	b	b	b	a	a	a	a	a	a	b	a	b	b	a	
71738_x1	-	a	a	a	a	a	a	a	a	b	a	a	a	a	-	a	b	b	b	a	b	b	b	b	b	a	a	b	b	a	a	
25685_x1	a	b	b	b	b	b	b	a	-	b	b	a	b	a	a	a	a	a	a	b	a	a	a	b	b	b	b	b	b	b	a	
42349_x1	a	a	a	b	a	a	a	a	a	b	a	b	b	b	a	b	a	a	a	b	a	b	a	b	a	a	a	a	b	b	b	
28791_x1	a	a	a	b	-	b	b	b	-	a	b	a	-	b	-	a	b	b	-	a	b	b	a	a	b	b	a	b	a	a	a	
57984_x1	a	b	a	a	-	-	b	b	b	b	-	a	a	a	b	-	b	a	a	b	b	b	a	b	a	a	b	a	b	a	b	
23276_x1	a	a	a	b	a	b	b	b	a	a	b	-	b	b	a	a	b	b	a	a	b	a	b	b	b	b	b	b	a	a	b	
66097_x1	a	a	a	b	-	b	b	b	a	b	b	b	b	b	b	b	a	-	b	a	b	a	b	b	b	-	-	b	a	a	a	
57571_x1	a	a	a	a	a	a	b	b	a	b	-	-	a	a	b	a	a	b	a	a	b	a	b	a	b	b	b	a	b	b	a	
1012_x1	b	b	a	a	a	a	a	b	a	a	a	a	a	b	b	a	b	a	b	a	a	a	b	b	b	b	a	a	a	a	a	
62236_x1	-	a	b	b	b	b	a	b	a	b	a	b	b	a	a	-	a	a	a	b	-	a	a	b	a	b	-	a	a	b	a	
72777_x1	-	b	a	a	-	a	b	a	b	a	a	-	-	b	a	-	b	a	a	b	a	-	a	b	a	b	b	a	a	a	b	
66960_x1	b	b	a	b	a	a	a	a	a	a	-	a	b	b	b	a	a	a	b	a	a	b	b	a	b	b	b	b	a	a	b	
27017_x1	b	a	a	b	b	a	a	b	b	a	b	a	b	b	a	-	a	b	b	b	b	a	b	b	b	b	b	b	a	b	a	
28323_x1	b	a	b	a	a	a	a	b	a	a	b	a	b	a	b	a	a	a	a	b	a	b	a	a	b	-	a	a	a	a	a	
13831_x1	b	a	b	a	a	b	-	a	-	a	a	a	b	a	a	-	a	a	b	a	b	b	b	a	a	a	b	b	a	b	a	
57982_x1	a	b	b	-	a	b	b	b	b	-	b	b	a	a	b	b	a	b	b	b	b	b	b	a	a	b	-	b	b	a	a	
49945_x1	b	a	b	a	b	b	-	b	b	b	b	-	b	b	b	a	a	a	a	a	a	a	a	a	b	a	-	b	a	a	a	
23967_x1	a	b	b	a	a	a	b	b	b	a	b	b	a	a	b	a	a	b	a	b	a	b	a	a	a	a	a	b	a	a	a	
18164_x1	b	a	a	a	-	b	a	a	a	a	-	-	b	a	a	b	a	a	b	b	a	a	a	a	a	b	a	b	b	a	b	
23360_x1	b	a	b	-	b	-	-	b	-	b	b	b	b	b	b	-	a	a	a	a	a	a	a	a	b	a	a	b	a	a	-	
65000_x1	a	a	b	a	b	a	b	a	b	-	a	a	-	b	b	a	b	b	a	b	-	b	b	b	a	a	b	a	a	a	-	
30350_x1	a	b	b	a	a	a	a	a	b	a	a	a	a	b	-	a	a	a	a	-	-	a	a	a	a	a	b	b	-	a	a	
8241_x1	b	a	-	a	a	-	a	-	b	b	a	-	b	a	a	a	b	a	a	-	a	-	a	a	a	a	a	b	b	b	b	
31453_x1	b	b	a	-	b	a	b	b	b	b	-	a	-	-	b	a	a	b	b	a	a	a	b	a	a	b	a	b	b	a	b	
65731_x1	b	a	b	a	b	a	a	b	b	-	a	b	b	b	b	b	b	b	a	b	a	a	b	a	a	-	b	b	b	a	b	
27578_x1	b	b	a	a	-	a	a	a	-	-	b	b	a	b	b	b	a	a	a	b	b	a	b	b	a	a	a	b	a	a	a	
37692_x1	-	b	a	-	-	b	a	a	a	b	b	-	a	a	-	b	a	b	-	a	a	-	a	a	a	b	a	a	a	a	a	
42820_x1	a	b	a	a	a	a	a	a	b	a	a	a	a	b	a	a	b	a	b	b	a	a	a	b	a	-	b	a	a	a	b	
55686_x1	b	b	a	b	a	a	a	a	a	a	a	a	b	b	-	a	a	a	b	b	a	b	b	a	b	b	b	b	a	a	b	
27378_x1	b	b	a	b	b	b	a	b	a	b	a	-	b	-	a	b	b	b	b	a	b	a	a	-	b	a	b	a	b	b	a	
52330_x1	b	b	b	b	b	b	b	b	a	a	-	b	a	a	b	a	b	b	b	b	a	b	b	a	b	a	a	b	b	b	b	
57059_x1	a	b	a	a	b	b	b	b	-	a	a	-	b	a	b	b	b	b	b	-	a	a	a	b	b	a	a	b	a	b	b	
48375_x1	a	b	b	b	a	-	a	a	-	-	a	a	a	b	a	a	b	b	b	a	-	-	b	b	b	b	-	b	a	a	a	
75381_x1	a	a	b	b	a	b	a	a	b	b	a	-	a	a	b	b	b	a	a	b	a	b	a	b	b	a	b	a	a	a	b	
4367_x1	a	b	b	b	a	a	b	a	b	b	a	b	-	a	b	a	b	-	a	b	a	b	b	a	b	b	b	a	a	a	b	
61197_x1	b	b	a	b	b	b	b	a	a	a	a	a	b	a	a	b	a	b	a	a	b	b	a	b	b	b	a	a	a	b	b	
8403_x1	b	a	b	a	a	b	b	b	-	a	-	a	a	b	-	-	b	a	b	b	b	b	b	b	b	a	-	a	b	b	b	
49573_x1	a	a	a	a	b	b	b	b	a	-	a	a	b	b	a	b	a	b	a	b	a	b	a	a	a	b	a	a	a	a	b	
59989_x1	a	b	b	b	a	b	b	a	b	b	a	-	a	b	a	b	b	b	b	b	b	a	a	a	b	a	-	b	a	b	b	
1543_x1	a	a	b	a	a	a	b	a	a	b	a	b	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	a	b	a	b	
77098_x1	b	a	a	a	b	-	b	a	a	-	b	a	-	b	b	b	a	a	-	a	a	-	b	b	b	b	a	b	a	-	b	
18710_x1	a	a	b	a	a	a	b	a	-	a	a	b	a	b	a	a	b	b	b	b	-	b	a	b	a	a	a	a	a	-	b	
31040_x1	a	a	b	a	-	b	b	a	-	a	-	a	a	a	b	b	a	b	a	a	a	b	b	a	b	b	a	a	b	b	a	
76634_x1	-	b	a	b	b	-	b	a	a	-	a	a	a	a	a	-	b	b	a	a	b	b	a	b	a	b	a	a	a	-	b	
64869_x1	b	a	a	b	a	b	a	a	b	b	b	b	-	a	a	b	a	b	a	a	b	a	a	-	a	b	a	b	a	a	a	
78969_x1	b	a	a	b	a	a	b	a	b	a	-	b	a	a	b	b	a	a	a	a	b	b	a	a	b	b	b	a	b	a	b	
53603_x1	b	a	b	b	a	a	b	b	b	-	-	b	b	a	-	-	a	b	b	a	a	b	a	a	a	b	b	b	b	a	b	
55521_x1	a	a	a	a	a	b	b	b	a	a	a	-	b	b	a	-	a	b	a	b	a	b	a	a	a	b	b	a	a	b	b	
23340_x1	b	a	b	a	a	a	-	b	b	a	-	b	-	a	-	b	b	b	b	a	a	b	a	b	b	a	a	b	a	b	a	
56092_x1	a	a	b	-	a	-	a	b	a	a	-	b	b	-	-	b	b	a	b	b	a	b	a	b	a	b	-	a	b	b	b	
48312_x1	a	a	b	b	b	a	b	a	a	b	-	b	a	b	b	b	b	a	a	a	b	b	b	b	a	a	a	b	b	a	b	
47068_x1	a	b	b	b	a	a	a	a	a	b	a	b	-	b	a	b	b	a	a	b	a	b	a	b	b	a	a	a	b	b	b	
17536_x1	a	a	b	a	b	a	b	a	b	-	a	-	a	b	a	b	a	b	a	-	a	a	a	a	b	b	a	a	b	b	a	
83984_x1	b	a	b	a	b	a	b	a	-	b	b	b	b	b	b	a	a	a	a	a	b	a	a	a	a	b	-	a	b	a	a	
79871_x1	a	a	a	b	-	a	b	a	-	-	-	a	-	b	a	a	b	a	a	b	b	b	a	-	-	b	a	a	b	a	b	
24063_x1	b	a	a	b	b	b	b	a	a	-	b	a	b	b	-	b	b	b	b	a	a	-	a	a	a	a	b	a	b	b	b	
23561_x1	-	b	b	b	b	a	-	b	b	a	a	a	a	a	b	b	a	b	a	a	a	b	b	a	b	b	a	a	b	b	a	
46161_x1	b	a	a	b	b	a	a	a	-	-	-	b	a	a	a	a	a	a	a	a	a	a	b	b	b	a	a	b	b	b	b	
85800_x1	a	b	b	a	b	b	a	a	b	b	a	a	b	-	a	-	a	a	b	b	-	a	a	b	a	a	-	b	a	-	a	
36633_x1	a	b	b	b	b	a	b	a	b	-	a	b	-	a	a	a	b	b	b	a	b	b	b	-	b	b	a	b	a	a	b	
92595_x1	b	a	b	a	-	b	a	a	a	-	-	a	-	-	b	a	a	a	a	-	a	a	a	b	a	a	a	a	a	b	a	
221_x1	b	a	a	a	b	a	a	a	a	-	a	-	b	b	a	a	b	a	a	a	-	a	a	b	b	a	b	a	a	b	b	
20471_x1	b	a	a	a	b	b	a	b	a	a	b	a	-	b	a	b	a	b	b	a	b	a	a	b	a	a	a	b	a	b	a	
57601_x1	-	a	b	b	b	a	b	b	a	b	b	-	b	b	b	a	b	b	a	a	a	a	a	a	a	b	a	a	b	b	a	
22053_x1	b	b	a	b	b	b	a	b	a	b	b	a	b	a	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	a	a	
41305_x1	a	b	b	a	a	b	b	b	b	b	a	b	-	b	b	b	b	b	b	b	b	b	a	a	a	b	b	a	a	a	a	
45116_x1	a	a	b	a	b	b	-	a	-	a	b	a	-	a	a	b	b	b	b	b	b	b	a	a	b	a	a	b	b	a	b	
21881_x1	b	b	a	a	a	a	b	a	-	a	b	a	a	b	-	a	b	b	b	a	b	b	b	a	b	a	a	b	b	a	b	
46889_x1	a	a	b	-	b	b	-	a	a	a	-	b	a	b	a	a	a	a	a	b	a	-	a	a	a	a	-	b	b	-	a	
46523_x1	b	b	b	a	b	a	a	a	b	a	a	a	a	a	a	a	a	b	b	b	a	b	a	a	a	-	-	a	b	b	b	
77230_x1	b	b	a	a	b	a	-	b	b	b	-	a	a	b	b	a	b	b	a	b	-	b	b	a	a	b	a	a	b	b	a	
45746_x1	b	a	b	a	a	a	-	-	b	a	b	a	b	a	-	-	b	-	b	a	a	b	a	-	-	a	a	b	a	b	a	
62178_x1	-	b	b	-	a	-	b	b	-	b	b	b	a	b	-	a	b	b	a	a	b	b	b	b	b	a	b	a	a	b	a	
61710_x1	b	b	a	a	a	b	a	a	a	a	b	b	-	b	b	-	b	b	b	b	b	a	b	a	a	b	-	b	b	a	a	
58937_x1	a	a	b	-	a	a	b	a	-	-	a	-	a	b	-	a	b	b	b	b	a	b	a	b	a	a	a	a	a	b	b	
43033_x1	b	b	b	a	a	b	a	b	b	b	-	b	a	a	b	b	a	b	b	a	a	a	b	a	b	a	a	b	a	b	a	
46628_x1	a	a	b	b	a	b	a	b	a	-	a	b	b	a	a	-	a	a	b	a	-	a	a	b	b	a	-	b	a	a	b	
52546_x1	-	b	b	-	-	b	-	a	a	a	b	a	-	a	a	-	b	b	b	a	b	b	a	a	b	a	a	b	b	a	b	
5244_x1	a	b	b	a	b	a	b	b	-	a	-	a	b	b	a	-	a	a	b	b	-	b	b	b	b	a	b	a	b	b	b	
6913_x1	a	b	a	a	a	b	b	b	a	b	a	b	b	b	a	b	b	a	b	b	a	a	b	b	a	a	b	b	a	b	a	
62172_x1	-	a	a	a	b	b	b	a	a	b	a	-	b	a	b	a	a	b	b	a	a	a	b	b	a	b	b	a	b	a	b	
70129_x1	a	a	b	a	a	a	-	b	a	-	b	b	b	a	-	b	b	a	b	-	a	b	a	b	a	b	-	a	b	b	b	
9050_x1	b	a	b	a	a	a	b	-	b	b	b	b	a	b	-	a	a	b	b	a	b	b	a	-	a	a	a	b	b	b	b	
59810_x1	a	b	a	a	a	b	a	a	b	-	a	a	b	a	a	b	a	a	-	b	b	b	b	b	a	a	b	b	a	a	b	
64746_x1	a	b	a	a	a	-	a	a	a	a	a	a	b	a	a	-	a	a	b	a	a	a	a	a	b	a	a	b	a	a	b	
27441_x1	b	b	a	a	a	a	b	b	-	b	a	a	-	a	b	-	b	b	b	a	b	a	b	b	b	b	a	a	-	a	b	
78218_x1	b	b	a	a	a	b	a	b	a	b	b	b	b	-	b	a	b	a	a	b	b	b	a	b	b	a	-	b	b	a	a	
9395_x1	a	b	a	b	b	a	b	b	b	-	a	b	a	b	b	a	b	b	a	b	-	b	a	b	b	b	a	b	b	a	b	
34482_x1	b	a	b	a	b	b	b	b	b	-	b	b	b	b	b	a	a	a	a	a	a	a	a	a	b	a	a	b	a	a	a	
60794_x1	a	b	b	a	-	a	a	b	-	-	b	b	a	a	-	a	a	a	a	b	b	a	b	-	b	b	a	b	a	a	a	
43619_x1	-	b	-	a	b	b	a	a	-	-	a	a	b	-	a	a	b	a	b	b	b	a	a	b	a	a	b	b	a	b	a	
4962_x1	b	-	b	a	a	a	a	b	a	a	b	a	b	-	b	a	a	a	a	b	a	b	a	a	b	b	a	a	a	a	a	
68092_x1	-	a	b	a	a	b	a	a	-	-	-	-	b	a	a	b	a	a	-	a	b	b	b	-	a	a	b	b	a	b	a	
54135_x1	b	a	a	-	b	b	b	b	b	a	-	a	a	a	b	a	a	b	b	a	b	a	b	a	a	b	b	b	a	a	a	
80654_x1	b	a	b	a	a	a	b	b	-	a	a	b	b	b	b	a	b	a	b	b	b	b	-	a	b	a	b	b	b	b	b	
8548_x1	a	b	-	b	a	b	b	a	b	-	b	b	b	b	a	b	b	a	a	a	b	a	b	b	b	b	a	b	a	a	a	
13418_x1	-	a	a	a	a	a	a	b	a	a	a	a	-	b	a	b	b	a	b	a	b	b	b	a	a	a	a	a	b	a	b	
13467_x1	a	b	a	b	a	b	-	b	-	b	-	-	b	b	a	a	a	a	b	a	-	b	b	a	b	a	b	b	a	a	b	
49773_x1	b	a	b	-	a	b	b	b	a	b	a	b	b	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	b	b	
15765_x1	b	a	a	a	b	b	-	a	a	a	a	-	b	a	a	b	a	a	b	b	a	-	a	a	a	b	-	b	b	a	b	
11832_x1	a	b	a	a	b	b	b	b	-	b	a	b	-	a	-	a	b	b	b	b	b	a	b	a	b	b	a	a	b	-	a	
53933_x1	a	a	b	a	b	b	b	b	-	a	a	a	-	b	-	b	a	b	a	a	b	b	a	b	a	a	b	b	b	b	a	
7098_x1	b	a	a	a	b	b	b	a	a	-	b	-	b	b	a	b	a	a	b	a	a	a	b	b	b	b	a	b	a	b	a	
9545_x1	b	b	a	b	b	b	b	b	a	-	a	b	a	b	b	b	b	b	b	a	b	a	b	a	b	a	b	a	a	a	a	
911_x1	a	a	b	a	b	a	b	a	-	-	a	a	a	a	a	a	b	a	-	a	b	b	a	a	a	b	a	a	b	a	b	
6631_x1	b	-	b	b	a	a	b	a	-	a	a	b	a	a	b	-	b	a	a	b	a	b	a	b	a	b	a	a	a	b	a	
16226_x1	b	a	b	b	a	b	b	a	b	a	a	b	a	a	b	b	b	a	a	b	a	b	a	-	a	b	a	a	b	b	a	
53202_x1	a	b	b	b	a	b	b	a	-	b	b	b	b	b	a	-	b	a	-	a	b	a	b	b	b	b	-	b	a	a	a	
35317_x1	-	a	-	b	b	-	b	a	a	a	a	-	a	a	-	b	a	b	b	a	a	a	b	a	b	b	a	a	a	b	b	
7529_x1	b	a	b	a	a	b	a	a	a	a	a	a	b	a	a	b	a	a	b	b	b	b	b	a	a	a	b	b	a	b	a	
60687_x1	a	a	a	b	-	a	a	-	b	a	b	a	a	b	b	b	a	a	a	a	b	a	b	b	a	a	a	b	a	a	a	
6349_x1	a	a	b	a	a	a	a	b	-	b	b	b	-	b	b	a	a	a	-	b	a	a	b	a	b	a	b	b	b	a	a	
62716_x1	b	b	b	b	b	b	a	b	a	a	b	a	b	b	b	a	b	b	-	b	b	b	b	b	b	b	b	b	b	a	a	
9849_x1	a	a	b	b	a	b	a	b	a	a	a	b	b	a	a	b	a	a	b	a	b	a	a	b	b	a	-	b	a	a	b	
50902_x1	b	b	-	b	b	-	a	b	-	-	-	a	b	a	b	-	a	a	a	a	b	a	b	a	b	b	b	b	b	-	a	
72931_x1	a	a	b	a	b	a	a	a	b	a	a	b	b	b	a	-	a	a	a	b	a	b	a	a	b	b	a	b	b	a	a	
25931_x1	a	a	b	a	a	a	b	a	a	-	a	b	a	a	a	a	b	a	a	a	a	b	a	a	a	a	-	a	b	a	b	
67501_x1	a	b	b	b	a	b	b	b	b	-	-	-	-	a	b	b	a	b	b	b	b	b	b	a	a	b	a	b	b	a	a	
65802_x1	a	b	b	a	a	b	b	b	-	b	a	b	b	b	b	b	b	b	b	-	-	a	a	a	a	b	b	a	a	a	a	
64844_x1	b	a	a	a	-	b	-	a	-	b	a	-	b	a	a	-	b	a	a	a	a	b	a	a	a	a	a	b	b	b	b	
84501_x1	b	a	b	a	a	a	a	a	a	a	b	-	a	a	a	a	a	a	b	a	a	b	b	a	a	a	a	a	b	a	b	
40297_x1	b	a	a	a	a	a	b	b	b	b	a	b	a	a	b	-	a	a	b	a	a	b	a	a	a	b	a	a	a	b	b	
43827_x1	-	b	a	a	b	a	b	a	b	a	a	a	a	a	a	a	b	a	b	b	a	a	a	b	a	b	b	a	a	a	b	
41722_x1	b	b	a	-	a	-	a	b	a	b	b	b	b	a	a	b	b	a	b	a	a	a	a	a	b	b	a	a	b	b	a	
43908_x1	a	a	b	b	b	-	b	b	b	-	a	a	b	a	b	a	b	a	b	a	-	b	b	a	b	b	b	b	b	b	b	
31_x1	a	a	a	-	a	-	-	b	a	-	b	-	b	b	-	b	b	a	a	a	b	a	b	b	b	a	a	b	a	a	a	
74929_x1	a	a	b	a	b	a	b	a	-	a	a	a	a	b	b	a	b	b	a	b	b	b	b	b	a	a	b	a	a	a	b	
9548_x1	b	a	b	a	a	a	a	b	a	a	b	-	-	a	b	a	a	a	a	b	a	b	a	-	b	b	a	a	a	a	a	
53479_x1	a	b	b	b	a	a	a	a	a	a	-	a	b	b	-	-	b	b	b	a	b	b	a	b	b	b	b	b	a	a	a	
65497_x1	b	b	a	a	a	b	a	a	-	a	a	b	b	b	b	a	b	b	b	b	-	a	b	b	b	b	-	b	b	a	a	
40968_x1	b	b	a	a	b	a	b	a	b	a	a	a	a	b	a	a	b	a	b	b	a	a	a	b	a	b	-	a	a	a	b	
65180_x1	b	a	b	a	b	b	b	a	b	a	a	a	a	b	a	a	a	b	a	b	b	b	b	b	a	a	-	b	a	-	b	
6893_x1	b	a	b	a	a	b	a	a	a	a	a	a	b	a	a	b	a	a	b	b	b	b	b	a	a	a	b	b	a	b	a	
61761_x1	b	a	a	b	a	a	-	b	a	a	a	b	a	b	a	a	a	a	a	a	a	a	b	b	b	a	a	b	b	a	a	
34791_x1	a	b	b	b	a	a	a	b	b	a	b	b	a	a	a	b	b	a	a	b	b	b	a	a	b	a	b	b	a	b	a	
6548_x1	b	b	a	a	-	a	b	a	b	a	a	a	a	b	a	a	b	a	b	b	a	a	a	b	a	b	b	a	a	a	b	
10481_x1	a	b	a	b	b	a	b	b	b	b	b	b	a	b	b	a	b	b	a	a	a	a	a	b	b	b	a	a	b	a	b	
96725_x1	b	b	a	-	a	a	a	b	-	a	-	a	b	-	b	b	a	b	a	a	b	a	a	a	b	a	-	b	-	a	a	
65186_x1	-	a	b	a	a	a	a	b	b	b	b	b	b	a	b	b	a	a	b	b	a	-	a	-	a	b	b	a	b	a	b	
69964_x1	a	a	b	b	-	-	b	a	b	b	a	-	a	a	a	b	a	a	a	a	a	b	a	-	b	a	-	a	a	a	b	
72581_x1	b	b	-	b	-	a	a	b	b	-	a	-	b	a	b	b	b	b	b	-	b	a	b	b	b	b	a	a	a	a	b	
64962_x1	b	a	b	a	a	a	b	b	-	b	b	b	-	b	b	-	a	b	b	a	b	b	a	b	b	a	a	b	b	b	b	
64589_x1	a	b	a	b	b	b	a	-	-	b	a	-	a	b	a	b	b	b	b	a	-	a	b	b	a	a	b	b	-	b	b	
77953_x1	b	-	a	a	a	a	a	b	a	a	b	-	b	b	b	b	a	b	a	a	b	a	a	a	b	a	b	b	a	a	a	
48161_x1	a	b	b	-	-	a	a	b	b	a	b	b	a	a	a	b	b	a	a	b	b	b	a	a	b	a	b	b	a	b	a	
58152_x1	a	-	a	b	b	b	a	a	a	b	a	a	b	a	-	-	b	a	a	b	a	a	b	-	b	b	b	a	a	a	a	
56945_x1	b	b	b	a	-	a	b	a	-	-	-	a	b	a	a	a	a	a	a	a	a	b	a	-	a	a	b	b	a	a	b	
10583_x1	b	-	a	b	a	b	b	a	a	b	-	a	b	a	-	a	a	a	a	b	a	b	a	b	a	a	a	b	b	a	b	
54731_x1	b	b	a	a	b	-	a	a	a	a	b	b	a	b	-	b	b	b	a	b	b	a	a	b	a	a	a	a	a	a	a	
7938_x1	b	a	b	a	b	a	a	b	a	a	a	a	b	b	a	a	-	a	a	b	b	b	a	b	a	-	-	a	a	a	a	
17067_x1	b	b	b	b	a	b	b	a	b	a	-	b	b	b	a	-	b	a	a	a	b	a	a	a	b	b	b	b	a	b	a	
58107_x1	a	b	b	a	a	a	a	b	b	b	-	b	a	a	b	-	a	a	a	b	b	a	b	b	b	b	-	b	-	a	a	
20544_x1	b	b	a	a	a	a	b	b	b	-	a	a	-	a	b	-	b	b	b	a	b	-	b	b	b	b	a	a	a	a	b	
66284_x1	b	a	b	b	a	b	b	a	b	-	a	b	a	a	-	b	b	a	a	b	a	b	a	b	a	b	a	a	b	b	a	
11726_x1	a	a	b	b	b	b	-	a	b	a	a	b	b	a	a	b	a	b	a	b	-	b	a	a	a	a	b	b	b	b	b	
11468_x1	b	a	b	a	b	b	b	b	-	b	b	b	b	b	b	a	a	a	a	a	b	a	a	a	b	b	-	a	a	a	a	
77805_x1	b	b	a	b	b	a	b	b	-	b	b	b	b	a	a	a	a	b	a	b	-	a	b	a	b	a	b	a	a	a	b	
19320_x1	a	a	a	b	a	a	b	b	b	b	a	-	a	b	b	b	a	a	a	b	b	b	-	a	a	a	b	b	b	a	a	
77462_x1	a	a	a	b	b	-	a	a	a	b	a	-	a	b	a	a	a	a	a	b	b	a	a	a	a	b	b	a	b	a	a	
43308_x1	a	b	a	b	a	-	b	b	b	b	a	b	b	b	a	b	b	a	a	a	b	b	a	a	a	b	b	b	a	b	a	
53593_x1	a	a	b	b	b	a	-	b	b	-	b	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	b	-	
5313_x1	b	a	b	a	a	b	b	a	-	b	a	-	b	a	a	a	b	a	b	b	a	b	a	a	b	-	b	b	b	b	b	
6528_x1	a	a	a	a	b	b	a	a	-	b	-	a	a	a	a	b	b	a	a	-	-	b	b	-	a	a	a	b	a	a	a	
88228_x1	-	b	a	b	a	b	a	b	a	-	b	a	b	a	-	-	a	a	a	a	b	a	b	a	b	b	b	b	b	a	a	
65808_x1	b	a	b	a	a	a	b	b	b	b	-	b	a	b	b	a	a	b	b	a	b	b	a	b	a	a	a	b	b	b	b	
36406_x1	a	b	b	a	a	-	b	b	b	a	-	b	a	a	b	-	a	b	b	b	b	b	a	a	a	b	a	b	a	a	a	
76984_x1	b	b	a	a	b	a	b	a	b	b	b	-	a	b	b	-	b	b	a	b	a	b	b	a	a	b	a	a	b	b	a	
16627_x1	b	-	b	a	-	a	b	b	b	b	b	b	a	b	b	a	a	b	b	a	b	b	a	b	b	a	a	b	b	b	b	
20519_x1	a	a	b	b	a	b	a	b	a	b	b	-	b	a	b	b	a	b	b	a	b	b	b	a	b	a	a	b	b	b	a	
10487_x1	a	a	b	a	a	a	b	a	-	a	a	b	a	b	-	a	b	b	b	b	a	b	a	b	a	a	a	a	a	b	b	
40740_x1	-	a	a	-	a	-	b	a	a	b	a	a	a	b	b	-	a	b	b	b	b	b	a	a	a	b	b	a	b	a	a	
22945_x1	b	a	b	a	b	a	a	b	-	a	a	b	b	b	b	b	a	a	b	a	b	a	b	a	b	b	b	b	a	b	a	
52960_x1	b	b	a	b	a	b	a	b	-	-	b	-	b	a	a	b	a	a	b	a	-	a	a	a	b	b	-	b	b	b	a	
54794_x1	b	a	a	a	a	-	-	b	b	-	b	-	b	b	a	b	a	b	b	b	b	a	b	b	a	b	b	a	b	a	b	
92626_x1	a	a	b	a	b	a	b	a	b	a	a	a	a	b	b	a	b	b	a	b	b	b	b	b	a	a	b	a	a	a	b	
721_x1	b	b	a	b	a	b	a	b	a	-	-	b	b	a	a	b	a	a	b	a	a	a	a	-	b	b	-	b	b	b	a	
